2021-02-16 11:46:00	1.210645	1.210665	1.210555	1.21063	-1	-1
2021-02-16 11:47:00	1.21063	1.210665	1.210575	1.210595	-1	-1
2021-02-16 11:48:00	1.210595	1.21062	1.21058	1.210605	-1	-1
2021-02-16 11:49:00	1.210605	1.210635	1.210575	1.21063	-1	-1
2021-02-16 11:50:00	1.21063	1.210735	1.210625	1.210705	-1	-1
2021-02-16 11:51:00	1.210705	1.210755	1.210675	1.21068	-1	-1
2021-02-16 11:52:00	1.21068	1.21071	1.210635	1.210655	-1	-1
2021-02-16 11:53:00	1.210655	1.21079	1.21064	1.210785	-1	-1
2021-02-16 11:54:00	1.210785	1.210805	1.210715	1.210715	-1	-1
2021-02-16 11:55:00	1.210715	1.2108	1.210715	1.21072	-1	-1
2021-02-16 11:56:00	1.21072	1.210735	1.210715	1.21072	-1	-1
