,spy_ewm_volume_base_s,spy_mean_volume_base_s,spy_mean_raw_s,spy_mean_s_dispersion,spy_volume_base_s_z,spy_s_dispersion_z,spy_raw_s_MACD_ewma12-ewma26,future_ewm_volume_base_s,future_mean_volume_base_s,future_mean_raw_s,future_volume_base_s_delta,future_s_dispersion_delta,future_raw_s_MACD_ewma12-ewma26,today_Return,todayclassret
2015-09-02,0.038261220804550855,0.03988782608695653,0.07099999999999998,0.9723173913043478,0.44725765357324937,0.0616925913777277,0.0035361722787289676,-0.04214285945584679,-0.039885185185185176,-0.03904444444444444,-0.008361747685185182,0.0078125,-0.01233738657673793,0.018981070678811607,2
2015-09-03,0.038955622219330625,0.03887999220521541,0.07673660714285717,0.9792500000000002,0.43419896844677486,0.4582234052664858,0.005048388663654903,0.042243297766254816,0.04408809523809526,0.039800000000000016,0.08397328042328044,-0.004757142857142793,-0.005833780203437744,0.0007164372198687125,1
2015-09-04,-0.014622241370128552,-0.02015042194092828,-0.03269198312236289,0.9764894514767932,-1.505626379733483,0.283180082790453,-0.0022602113345411706,-0.023136538164859867,-0.030122881355932225,-0.04715254237288135,-0.07421097659402748,-0.003717433414043625,-0.007377294819454927,-0.015136829223167234,-2
2015-09-08,0.08199672870679703,0.085608605018771,0.13904149377593358,0.9666224066390041,1.6625474331552526,-0.4022447313776094,0.000602968821894985,0.028334017047659518,0.027685185185185184,0.02712962962962963,0.09568518518518519,0.0,0.011449078823803546,0.02473514772628985,2
2015-09-09,0.03511365635514562,0.036414074074074064,0.05802222222222226,0.9751866666666666,0.35295065097783623,0.10668561987695417,0.0017341628343617715,0.0337043529247728,0.029075806451612903,0.04111290322580645,0.0013906212664277183,-0.003225806451612967,0.012528304046652589,-0.01337182846377336,-2
2015-09-10,0.031580258289132815,0.027114721513605444,0.04970535714285716,0.9756339285714286,0.10796829115100506,-0.025656774839388587,0.0019509807723843212,-0.0320331077320265,-0.033708333333333326,-0.05736842105263157,-0.06278413978494624,-0.00993208828522918,0.005541929264862126,0.005441824724536203,1
2015-09-11,0.016297523563055034,0.01006684870684871,0.036912820512820514,0.9582461538461539,-0.2746019449423968,-1.584469351507332,0.001098184132978422,-0.07453277033627903,-0.07673913043478253,-0.0938478260869565,-0.043030797101449206,0.013157894736842146,-0.0028457646299556707,0.004544288857462453,1
2015-09-14,0.021734887642426027,0.029288468468468457,0.048054054054053996,0.968291891891892,0.25182943436467214,-0.6470939651152731,-0.0011072849349743966,0.04094295162105784,0.041188888888888886,0.03808888888888889,-0.11493611111111113,0.0,0.016808108195476103,-0.0037105315718575877,-1
2015-09-15,0.04715448432244639,0.054725341710758386,0.09159722222222226,0.9672037037037038,0.9003960366070604,-0.6991928476625331,0.003061032116171182,0.011150166991962595,0.01175555555555555,0.01586666666666666,-0.029433333333333336,-0.011111111111111072,0.01410201934140369,0.012499423817650323,2
2015-09-16,0.023869102027729357,0.02830440829797265,0.04994059405940594,0.9697079207920792,0.13767495235891686,-0.4653148390457367,0.0030129201110343715,0.01633773811050298,0.0169625,0.01075,0.005206944444444448,0.011111111111111072,0.011418578543762437,0.008666663001778275,1
2015-09-17,0.05698195962447262,0.04774201785714285,0.09455,0.957525,0.6295265633267635,-1.376549236357187,0.00645500488590614,-0.04801036380342858,-0.049184210526315796,-0.030789473684210537,-0.0661467105263158,0.0,0.005913837685533286,-0.002247961912957167,-1
2015-09-18,0.02599164110327267,0.012156116126748082,0.053921933085501854,0.9728698884758367,-0.3512767705500832,-0.040210205955830775,0.0058741027300063045,0.011432448407670584,0.010399999999999996,0.011619999999999998,0.059584210526315795,0.0,0.004878223336497633,-0.01625694219710387,-2
2015-09-21,-0.001923205671172631,0.006705780242081615,0.011680365296803646,0.9867671232876712,-0.4220583537434304,0.9006154578470305,-0.006097296395802455,0.03524142297864036,0.03625454545454545,0.05749090909090908,0.1375878787878788,-0.009090909090909038,-0.0013920498957213324,0.005167613279626395,1
2015-09-22,-0.0014714858406347782,-0.008253628117913839,-0.020976190476190457,0.9858809523809524,-0.768809820145624,0.7743826049216781,-0.009871188285891907,-0.02499363597401044,-0.02288524590163935,-0.02267213114754099,-0.0591397913561848,0.009090909090909038,-0.003544886847237213,-0.012979756231000691,-2
2015-09-23,0.014766521415813104,0.022638427464008855,0.03902790697674418,0.9874697674418605,0.11905265367768897,0.8446147755238388,-0.00796598828468973,-0.015617711175393503,-0.012141975308641983,-0.0155,0.010743270592997366,0.0,-0.004623312179135721,-0.0015986694528613223,-1
2015-09-24,0.015120994369381326,0.0102641893262987,0.017343749999999998,0.97740625,-0.2627032725621829,0.17028348565485615,-0.008099763873883795,-0.04681758107774164,-0.04945689655172414,-0.05948275862068964,-0.03731492124308215,-0.017241379310344862,-0.008898431363927485,-0.0036157643507515186,-1
2015-09-25,0.04622411207614138,0.04908733592382482,0.1175607476635514,0.9596355140186917,0.8354851044722611,-1.0137311232340191,-0.0001715714430514867,0.09660561249147144,0.09926422764227642,0.09187804878048783,0.14872112419400058,-0.015270815811606275,-0.00015313968185773526,-0.00025913945855265117,0
2015-09-28,-0.012347316075138764,-0.014532953182619846,-0.06864444444444444,0.9663111111111113,-0.8985391466064581,-0.521325512817321,-0.011855193429342855,-0.03813335651279558,-0.042848397435897446,-0.058692307692307696,-0.2095150641025641,-0.009615384615384581,0.009747170195709063,-0.025097282081498997,-2
2015-09-29,0.013247913909560623,0.011096189136695467,0.061641350210970454,0.9746033755274262,-0.14644533474249913,0.07258745970475265,-0.007307381303713344,-0.0115033366252327,-0.012872023809523804,-0.0003928571428571442,0.02997637362637364,0.009615384615384581,0.006702251889467065,0.000585075277513261,1
2015-09-30,0.052515243974743823,0.0589435029882398,0.0998137651821862,0.9905708502024292,1.1221595521858798,1.126971373660713,-0.0006300537445837681,0.03177031936304987,0.03451666666666667,0.04368333333333336,0.04738869047619047,0.0,0.007740251539120526,0.01865835686419373,2
2015-10-01,0.02074888537199299,0.01682359339569162,0.044763392857142856,0.9810625000000001,-0.18858009246508667,0.45363476425011157,0.00023554136801186287,0.06271104110379112,0.05878571428571429,0.05645714285714286,0.02426904761904762,-0.014285714285714235,0.00947984555956756,0.0026091947344052146,1
2015-10-02,0.017759684935988118,0.020180012282690854,-0.003563492063492064,0.9820595238095239,-0.16812255150943686,0.5575859782041461,-0.00292896938967702,-0.014536502295810489,-0.01941769547325104,-0.02520987654320987,-0.07820340975896534,-0.0021710758377425643,0.004245497282530774,0.014937776116747363,2
2015-10-05,0.04360035244757661,0.03381678736010534,0.06147926267281107,0.9817972350230415,0.49980262579454554,0.5663500351120784,0.002982366728381307,0.031286167973655056,0.03458479532163744,0.035789473684210545,-0.06541520467836257,0.0,0.009778253759895598,0.01779487692308096,2
2015-10-06,0.06679279176715021,0.07291373665845653,0.16450431034482765,0.9772887931034484,1.932072205569045,0.2517912029205906,0.012595200533666112,0.08112914205522014,0.07880487804878049,0.08246341463414633,0.04422008272714305,0.0,0.012699601646067642,-0.0034262508015008653,-1
2015-10-07,0.04727494437609362,0.05558594104308388,0.0755194805194805,0.98095670995671,1.1537836521120313,0.4524676830446955,0.012903267047866297,0.009713264608107577,0.01305251141552511,0.0006986301369862989,-0.06575236663325537,-0.01598630136986301,0.008338462488558535,0.008190560985558667,1
2015-10-08,0.020822022578413892,0.020533420138888887,0.040015624999999985,0.9770052083333334,-0.252687790414002,0.17447684660591808,0.010172324909331502,-0.011353960550344844,-0.013217948717948715,-0.03553846153846153,-0.026270460133473825,0.006370916754478428,0.0019431257420589841,0.009026643417552273,1
2015-10-09,0.040694424581019024,0.041667456608811757,0.06606542056074767,0.9850046728971963,0.6004684159427558,0.820393460117026,0.009990070387410212,0.07883500779652564,0.08215625,0.08491666666666665,0.09537419871794872,-0.02163461538461542,0.006497425005448181,0.0005963669590221308,1
2015-10-12,0.05383588300801591,0.049974955436720134,0.08637433155080212,0.9374438502673796,0.7677082188114839,-2.3435599023837996,0.010418455530079182,-0.059771959412385445,-0.06339743589743589,-0.08143589743589742,-0.16589743589743589,-0.038461538461538436,0.017553346971148437,0.0009437341584090223,1
2015-10-13,0.035546085237414524,0.01876291291291292,0.06453153153153154,0.9883648648648649,-0.30803938422654986,0.9284225872683742,0.009658680615832284,0.061682877118429756,0.061020325203252034,0.0757560975609756,0.12441776110068792,0.026266416510318913,0.016922310509841436,-0.006302123733582551,-1
2015-10-14,0.000546688535448274,-0.004706007115489879,0.009128078817733984,0.9944581280788177,-1.1061234544097496,1.2347764074843572,0.004540587079276202,0.06666654745621894,0.06174166666666666,0.07121666666666666,0.0007213414634146265,-0.0044715447154471955,0.0158734692618789,-0.004794042446939376,-1
2015-10-15,0.01701759041426416,0.009259803921568631,0.03146078431372549,0.9808039215686275,-0.5738797653182176,0.29291969393757483,0.002257952961027314,0.03583446643158778,0.033445238095238104,0.0359,-0.028296428571428556,-0.007133333333333214,0.012057598830505743,0.015354574276088925,2
2015-10-16,0.07449335199823622,0.07225324324324323,0.11950270270270276,0.9856810810810811,1.5483321224930304,0.7464690944068375,0.007457736674486029,0.07015051275641904,0.07308620689655171,0.07798275862068965,0.039640968801313604,-0.0020620689655173052,0.012283102832811324,0.004546567693207898,1
2015-10-19,0.06319660434901893,0.05689035087719301,0.10802923976608189,0.9751520467836258,0.690044405321385,0.14924164034157408,0.010539276774775418,0.005067847616757466,0.0015294117647058837,0.003676470588235294,-0.3452903225806451,-0.014705882352941124,0.017764753858146076,0.0004919122252757885,1
2015-10-20,0.03709113638907651,0.0367931064572426,0.10720942408376956,0.9917120418848168,-0.022896272516832405,0.8196076520157535,0.012555164132959831,-0.007568988312165324,-0.005490740740740744,-0.007240740740740737,-0.007020152505446627,-0.0007200435729847188,0.009264288074525125,-0.0012784285115408067,-1
2015-10-21,0.028019491135511786,0.027310591133004932,0.034669950738916246,0.9866995073891626,-0.3198291559776989,0.5649225546788584,0.008210095023915204,0.004073683397338138,0.0019270833333333382,-0.0010624999999999942,0.007417824074074082,-0.015824074074074157,0.002991268694501399,-0.006203510382531869,-1
2015-10-22,0.005199750311813738,0.0005841049382716092,0.007212962962962959,0.9791712962962963,-1.2508700804041426,0.21837789867617574,0.002523848875668734,-0.043777476537098986,-0.04247619047619048,-0.06383333333333334,-0.044403273809523816,0.01041666666666663,-0.006960662156628446,0.016893677971947456,2
2015-10-23,0.05353521160286194,0.05621971153846153,0.10081153846153847,0.9653153846153846,0.6266299330914867,-0.3576842528661316,0.005500810179331746,0.06399038077923806,0.06537922705314007,0.07069565217391305,0.10785541752933056,-0.0009057971014492239,-0.003955076023323012,0.010961707370207035,2
2015-10-26,0.06520834995443861,0.07231301775147927,0.1073372781065088,0.984224852071006,0.9177402130160437,0.4869813023039169,0.009565585952486466,0.042112862698672815,0.045364864864864865,0.045432432432432425,-0.03396846846846846,0.0,-0.0036326956178113975,-0.0024576888452987732,-1
2015-10-27,0.024963825236110303,0.022177627257799683,0.042068965517241375,0.9932988505747127,-0.7494847709588333,0.7615790012965615,0.005952187974261905,0.044461928748391444,0.04926595744680852,0.04070212765957448,0.003901092581943655,-0.010638297872340385,-0.003508754861063966,-0.0019323381642514788,-1
2015-10-28,0.026027776700681276,0.018709758203799658,0.03947150259067357,0.991020725388601,-0.8614190884622778,0.6723324143418753,0.0028462659500677195,-0.07141983491025047,-0.07265853658536586,-0.07460975609756099,-0.12192449403217438,-0.01782511676180598,-0.012565437868770641,0.01137459308689265,2
2015-10-29,0.047378263008621184,0.045211891891891905,0.0829189189189189,0.9653999999999999,0.015169619075391253,-0.14731919700623627,0.003844612122395577,0.055878527506169035,0.05433333333333333,0.05842592592592592,0.1269918699186992,0.028463414634146367,-0.008910570096802767,-0.0005742761508602083,-1
2015-10-30,0.05971918694122763,0.05975092081031309,0.07392265193370165,0.9843480662983426,0.4890144002421577,0.43188000086748923,0.003865647337075784,-0.01900552675947307,-0.018727272727272724,-0.020690909090909097,-0.07306060606060605,-0.009090909090909038,-0.012253970837292006,-0.004309768670119675,-1
2015-11-02,0.05964558399816994,0.05222276422764226,0.09228048780487803,0.9708475609756099,0.22816534061013655,0.07817679386577739,0.00656637681418977,-0.004018228119428333,-0.00432258064516129,0.00022580645161290343,-0.24282258064516127,0.0,-0.004949244850903509,0.011830933885522369,2
2015-11-03,0.03996204927201625,0.03700827956989247,0.06730967741935484,0.9743032258064516,-0.29123936567301223,0.19204316468751684,0.005277999576331932,0.11620655954714616,0.11862903225806455,0.11780645161290326,0.12295161290322584,-0.016129032258064502,0.0023783067139010045,0.002899382113688411,1
2015-11-04,0.041217047728049454,0.04296832298136647,0.07190062111801239,0.9825093167701863,-0.09655082165675087,0.4581934596089161,0.004574555594848026,0.033307091779528515,0.039354166666666676,0.03327083333333335,-0.07927486559139788,0.009191532258064572,0.0013506486884718172,-0.003033170616110957,-1
2015-11-05,0.026258508465403153,0.03842101349630761,0.03605882352941177,0.9630529411764706,-0.28339026512188165,-0.14878550374269017,0.0011129390088326085,0.013820027418323553,0.012859375,-0.009625000000000014,-0.026494791666666677,-0.0416875000000001,-0.002890792814760318,-0.0009983219195723316,-1
2015-11-06,0.05850317341126381,0.0542704295865633,0.0819593023255814,0.9775058139534882,0.3158358376230658,0.3046294940546983,0.0020487745482968,0.1324755916243529,0.13432971014492753,0.1639782608695652,0.12147033514492753,0.03051630434782615,0.007664105729829861,-0.0005234404146621611,-1
2015-11-09,0.008681942118243656,0.016161685823754796,0.020488505747126448,0.983522988505747,-1.126370549053975,0.5018500688677527,-0.001549818343859713,0.01127161405279146,0.012096899224806206,0.016930232558139538,-0.1379031007751938,-0.007744186046511614,0.004527897241290359,-0.009331513356122907,-1
2015-11-10,0.01246758167963541,0.014790160642570284,0.024216867469879517,0.9884578313253012,-1.1936899760858344,0.6501264199241035,-0.004682886195020157,-0.033885900804520586,-0.03496250000000001,-0.024025000000000008,-0.04705939922480622,0.007744186046511614,-0.0017447317499249826,0.002306785829423574,1
2015-11-11,0.033634955689915924,0.04894459770114943,0.06786206896551727,0.975744827586207,0.04661557621963051,0.25036980507261003,-0.003603157283337932,0.03172958112048362,0.04272222222222217,0.05724444444444439,0.07768472222222217,0.0,-0.00015743069795565168,-0.003931688760376101,-1
2015-11-12,0.041256521952406165,0.030313771929824564,0.08015789473684212,0.9369315789473686,-0.5664199219552186,-0.9448016241324286,-0.0017354557801242676,0.03673287288217727,0.03377777777777778,0.05272549019607843,-0.008944444444444387,-0.035941176470588254,0.0007275467042986775,-0.013959800376435341,-2
2015-11-13,0.015337730857425022,0.006074593204115815,0.007437185929648225,0.9534020100502514,-1.394982892146898,-0.6437112401263791,-0.006052563765820557,0.003441618751746212,-0.0015628654970760273,0.0018421052631578908,-0.03534064327485381,0.027169246646026823,-0.002645831037392625,-0.011228290592232012,-2
2015-11-16,0.028821373989716247,0.028429178691678707,0.037644444444444446,0.9565222222222223,-0.5267880916837384,-0.3777477286029942,-0.006330800735538301,0.012987226356841587,0.014720930232558134,0.009279069767441863,0.07172093023255813,0.0,-0.01060829474320744,0.0152068831166552,2
2015-11-17,0.06681596322824182,0.06714462994270684,0.11395266272189349,0.959792899408284,0.848313089719664,-0.2148041014945875,-0.0009072175661714102,0.07683733053783505,0.07830487804878047,0.09387804878048783,0.06358394781622234,-0.012195121951219523,-0.0038785050080420817,-0.0007294718589990206,-1
2015-11-18,0.049818016562567215,0.0406968253968254,0.06620408163265307,0.9638299319727892,-0.15006115831014624,-0.046634228112863975,-0.0004562397351252634,-0.009240802567860928,-0.00893181818181818,0.005272727272727277,-0.08723669623059865,0.012195121951219523,-0.005629168808376637,0.01586603876057222,2
2015-11-19,0.05057087691808625,0.05067040229885058,0.09362643678160924,0.9631206896551724,0.3917268672107584,-0.08754290546553802,0.002089613743743113,0.06366963311387458,0.0628857142857143,0.07225714285714287,0.07181753246753247,0.0,-0.0015936551966132112,-0.00086232455061497,-1
2015-11-20,0.07833265930433954,0.07966663237311383,0.14316049382716045,0.9684876543209877,1.5675891442036662,-0.021076648941673923,0.008011489187674137,0.06362665518218433,0.06684042553191491,0.07963829787234045,0.003954711246200615,-0.017723404255319153,0.0021749865952131187,0.003644185994092959,1
2015-11-23,0.08506548971478703,0.08791536458333334,0.12277343750000001,0.9901093750000001,1.1444663590669872,1.426491321323643,0.018303380782605724,0.012041784920278143,0.015199999999999993,0.015199999999999993,-0.03167500000000001,0.0,-0.002059694419405525,-0.0011465816362991633,-1
2015-11-24,0.0445086021791506,0.03602169841269842,0.05484666666666667,0.9745400000000001,-0.49758703675276944,0.41924217016213405,0.013027504760521336,0.023954522368529466,0.021184397163120566,0.015893617021276597,0.005984397163120573,-0.0070851063829786565,-0.0032530857870984795,0.0013392595332939537,1
2015-11-25,0.06759146718680879,0.0598694761904762,0.07838666666666667,0.96806,0.25982650941219815,0.05180635035598009,0.010623242907776762,0.07746419730435093,0.0780769230769231,0.06607692307692307,0.05689252591380253,-0.03137643207855978,-0.00014802576221293468,-0.00014329591182598648,0
2015-11-27,-0.03430799739534212,-0.03796666666666666,-0.058090909090909096,0.9838383838383838,-2.1587654686284896,0.9021072112269461,-0.0015730611448335485,-0.01477427972860703,-0.01658333333333332,-0.019166666666666665,-0.2097083333333333,-0.04166666666666663,0.005192401954994749,0.0011465268105049539,1
2015-11-30,0.07908184103421514,0.08154883966244726,0.12403164556962028,0.9820759493670886,0.812788098967562,0.8041856368635814,0.0018546459673710047,0.08150920683230113,0.0838030303030303,0.08569696969696969,0.0838030303030303,0.0,-0.0016568286015733735,-0.004151536592399425,-1
2015-12-01,0.0514132545315032,0.05204580777096117,0.09783435582822088,0.9719938650306749,0.02197538885662079,0.15831444865687969,0.003205390833699584,-0.07736916908426303,-0.07790277777777777,-0.07538888888888888,-0.16170580808080806,0.0,-0.01022164255827357,0.009535631706973918,1
2015-12-02,0.03770098033865957,0.04175436241610739,0.04908724832214765,0.9543624161073825,-0.23672043518296798,-0.872389675771881,0.0003386190552024104,0.07834852794566023,0.08045238095238094,0.0893095238095238,0.1583551587301587,0.0,-0.0036776147121904967,-0.010205022173131104,-2
2015-12-03,0.009830148096869606,0.016666377649325638,0.02823699421965318,0.9774450867052024,-0.8798828301097396,0.49402431070407776,-0.0035744979058185133,-0.02414704444457537,-0.017892655367231645,-0.03215254237288136,-0.09834503631961258,-0.005644067796610197,-0.008197578192640869,-0.014002771850587186,-2
2015-12-04,0.0299712201695766,0.032504713171818446,0.07984795321637425,0.9817719298245614,-0.41210335734239073,0.8029295835407199,-0.0024826072380951247,0.04296485200175801,0.04449193548387097,0.04583870967741937,0.06238459085110261,-0.010484964461454305,-0.005424105992687261,0.019502913187574685,2
2015-12-07,0.04483649783620009,0.040036493506493506,0.05573333333333333,0.9860363636363636,-0.26898541915378293,1.0240538334231062,-0.004784556130482301,0.05652764264375503,0.05865,0.07636666666666667,-0.009016666666666666,0.0,0.0027284386051359064,-0.006058529864956155,-1
2015-12-08,-0.006258283688659344,-0.009761277445109785,0.003000000000000006,0.9723592814371258,-1.4619338346033794,0.14782890266940157,-0.009444628855353972,0.03970606031693711,0.04214893617021277,0.05425531914893618,-0.01650106382978723,0.0,0.003907545169794156,-0.006719505446045643,-1
2015-12-09,0.04624720351224176,0.04512465483234714,0.10623076923076923,0.9876745562130178,-0.13346138285920348,1.042036710029977,-0.004753290175068828,0.048903477288745854,0.05079268292682928,0.05517073170731709,0.008643746756616506,0.0,0.004859838605969016,-0.007779661866821264,-1
2015-12-10,0.050994324946343164,0.047352111111111095,0.06538,0.9783333333333334,-0.07851754156495744,0.4202313662205583,-0.004282259639007052,0.03478304014440699,0.03413235294117648,0.0401764705882353,-0.016660329985652797,0.0,0.004354454159038047,0.0025810802100121773,1
2015-12-11,-0.018405241889131157,-0.01936866969009826,-0.003835978835978835,0.9784232804232804,-1.6547826100473437,0.3629589777140808,-0.009385821128690373,-0.003399775566155535,-0.0006137566137566149,0.0028253968253968173,-0.0347461095549331,-0.018523809523809498,0.0009293549933692205,-0.01938111476613734,-2
2015-12-14,0.03570928845214073,0.044547400520355045,0.07038181818181818,0.9842242424242423,-0.0750570420551145,0.6834773512811178,-0.007055614664309165,0.01889700599623545,0.018835106382978722,0.01872340425531915,-0.09783156028368793,-0.005319148936170248,-0.001972471463385656,0.005052451826516694,1
2015-12-15,0.089139993723695,0.08664066241021548,0.16991620111731842,0.9790279329608939,0.8577684606852992,0.2605455806206673,0.002757784904146701,0.0413089830275434,0.04257098765432099,0.05201851851851851,0.02373588127134227,0.005319148936170248,3.486737782321114e-05,0.010497807111811155,2
2015-12-16,0.07401485599676022,0.08294473684210524,0.11942105263157898,0.9735906432748539,0.7686072635764898,-0.16016906001285056,0.006386863090633674,0.05535929118557737,0.05877678571428572,0.05544642857142858,0.016205798059964728,0.0,0.001880619313931041,0.014632005143794652,2
2015-12-17,0.04845366464061193,0.050977949134199146,0.08313068181818183,0.9802329545454544,0.07895026704828506,0.27492900705011614,0.006262447113257394,0.013110701819132788,0.012195906432748541,-0.021105263157894735,-0.046580879281537174,0.0,-0.002801328977673302,-0.015238177259233567,-2
2015-12-18,0.014059114182729244,0.022500874928284564,0.03686144578313251,0.9850180722891566,-0.5353305606245664,0.6970942141580326,0.002402648740162175,0.024297373441889907,0.026141666666666664,0.02647499999999999,0.013945760233918122,-0.012499999999999956,-0.002642060847093366,-0.017709640643803662,-2
2015-12-21,0.03002645456101754,0.03383333333333333,0.06567948717948717,0.9795961538461538,-0.03598022645273975,0.31679699956527435,-0.007709522237735654,0.06650887455270797,0.06160606060606059,0.0738181818181818,-0.06039393939393941,0.0,0.006231573774137168,0.008249144920523168,1
2015-12-22,0.04984720869175467,0.049314251207729476,0.08512318840579713,0.9809202898550726,0.42481483195997116,0.4438406177008849,-0.004476655714032628,0.07924287905587116,0.07941071428571427,0.08164285714285713,0.017804653679653677,0.0,0.008805699864900832,0.009074240185197018,1
2015-12-23,0.05525004756266798,0.06059065817409763,0.08550318471337577,0.9696433121019109,0.6641898147664237,-0.40096811788271364,-0.0018624543594298396,0.057976101173807436,0.06317575757575755,0.07332727272727271,-0.016234956709956713,-0.009090909090909038,0.010058768435813596,0.012383312039309166,2
2015-12-24,0.05562255306769165,0.053265773809523805,0.07342857142857143,0.9553571428571429,0.45587615331819203,-1.620220609480832,-0.0007562771497916926,0.03756259694018084,0.03704347826086956,0.013956521739130423,-0.026132279314887992,0.009090909090909038,0.006189790315700855,-0.001650378571972929,-1
2015-12-28,0.012962801780514633,0.01140928819444444,0.03333593750000001,0.975265625,-0.5853572930204545,-0.2057132809657934,-0.007262580152167741,0.007939031609159115,0.0069218749999999905,0.017124999999999987,-0.083078125,0.0,-0.009173518543240344,-0.002285035083605526,-1
2015-12-29,0.11182730156621974,0.10693735827664398,0.20558208955223886,0.9708432835820895,1.9453904206105948,-0.5171800416229438,0.005886223582632397,0.08638635495601986,0.08375193798449611,0.08537209302325581,0.07683006298449611,0.0,-0.002816834896903663,0.010671930828405589,2
2015-12-30,0.04886315934281205,0.04505000000000001,0.08053508771929825,0.9795350877192983,0.21447777743641214,0.1413159548237113,0.00614569499347066,0.0708792161090516,0.07033333333333333,0.07033333333333333,-0.013418604651162777,0.0,0.0009959054805413238,-0.007087758160686205,-1
2015-12-31,0.04377905975673859,0.04110410447761192,0.10160447761194027,0.9542238805970148,0.18437576460121421,-1.8577423498982826,0.007959690659365318,0.07042695176470311,0.0717875,0.07134999999999998,0.001454166666666673,0.0,0.004052846990902144,-0.010003389841324537,-2
2016-01-04,-0.0022451194165711403,-0.002587527814864262,0.007663551401869161,0.9692196261682243,-1.0828860615837526,-0.6102084790269259,-0.000983786446725532,0.011819442713325183,0.012437853107344623,0.01564406779661017,-0.12516214689265537,0.0,0.008329666104152388,-0.013979452935191585,-2
2016-01-05,0.024922326577681644,0.029274496644295305,0.07890604026845639,0.9738255033557048,-0.2501817064133873,-0.24128644986735456,0.0002263925240739706,0.03295004043153439,0.03367,0.046380000000000005,0.021232146892655374,0.0,0.007343348874581421,0.0016913590350956071,1
2016-01-06,0.002533597265963743,0.0023789325208756454,0.017928909952606625,0.9771184834123222,-0.9862596110101332,0.016343806706608167,-0.0036923022331189423,0.03394813679931398,0.041037735849056595,0.0440188679245283,0.007367735849056596,-0.009433962264150941,0.006298556392100828,-0.012614193421664066,-2
