,raw-s-delta,volume-delta,ewm_last20_volume_base_s,ewm_last20_raw_s,ewm_last20_s_volume,ewm_last20_s_dispersion,ewm_volume_base_s,ewm_raw_s,ewm_s_volume,ewm_s_dispersion,mean_volume_base_s,mean_raw_s,mean_s_volume,mean_s_dispersion,count,daily_min_raw_s,daily_q1_raw_s,daily_mid_raw_s,daily_q2_raw_s,daily_max_raw_s,daily_sd_volume_base_s,daily_sd_raw_s,daily_sd_s_volume,daily_sd_s_dispersion,volume_base_s_coff,raw_s_coff,s_volume_coff,s_dispersion_coff,volume_base_s_deg,raw_s_deg,s_volume_deg,s_dispersion_deg,volume_base_s_wave,raw_s_wave,s_volume_wave,s_dispersion_wave,next_Return,today_Return,classret,sd_Return,volume_base_s_delta,s_dispersion_delta,volume_base_s_z,raw_s_z,s_volume_z,s_dispersion_z,volume_base_s_MACD_ewma12-ewma26,raw_s_MACD_ewma12-ewma26,s_volume_MACD_ewma12-ewma26,s_dispersion_MACD_ewma12-ewma26
0,True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
