Date,raw-s-delta,volume-delta,ewm_last20_volume_base_s,ewm_last20_raw_s,ewm_last20_s_volume,ewm_last20_s_dispersion,ewm_volume_base_s,ewm_raw_s,ewm_s_volume,ewm_s_dispersion,mean_volume_base_s,mean_raw_s,mean_s_volume,mean_s_dispersion,count,daily_min_raw_s,daily_q1_raw_s,daily_mid_raw_s,daily_q2_raw_s,daily_max_raw_s,daily_sd_volume_base_s,daily_sd_raw_s,daily_sd_s_volume,daily_sd_s_dispersion,volume_base_s_coff,raw_s_coff,s_volume_coff,s_dispersion_coff,volume_base_s_deg,raw_s_deg,s_volume_deg,s_dispersion_deg,volume_base_s_wave,raw_s_wave,s_volume_wave,s_dispersion_wave,next_Return,today_Return,classret,sd_Return,volume_base_s_delta,s_dispersion_delta,volume_base_s_z,raw_s_z,s_volume_z,s_dispersion_z,volume_base_s_MACD_ewma12-ewma26,raw_s_MACD_ewma12-ewma26,s_volume_MACD_ewma12-ewma26,s_dispersion_MACD_ewma12-ewma26
2015-08-28,-0.06947235023041477,-0.0011520737327188613,0.03117704889714775,0.07399043482714114,1.269200431283847,0.9817802803919291,0.03503270179943984,0.06698258891026233,1.1841657813359252,0.986325891077835,0.03312365591397849,0.06374193548387096,1.1774193548387097,0.9865645161290323,62,-0.65,-0.075,0.0,0.23475000000000001,0.738,0.23026852333182013,0.273741228498374,0.42558324678859005,0.0757148708714048,0.06213700839676786,0.17553925842956047,6.363961030678931,5.568465901844064,2,2,2,2,6,6,6,6,-0.008079089763540388,5.015807597029e-05,-1,0.008921439897820715,-0.07751027265745011,0.004421658986175192,0.35899098774707655,0.6956317438547874,0.5532503954634276,-0.6502229427046515,0.009393435920900441,0.012847668312015312,0.02037394074826593,-0.002018744686437146
2015-08-31,-0.07737608182533437,-0.1042486231313926,-0.009487233359470725,-0.010965484538345881,1.0478904705648218,0.995154902983658,-0.011630427105702673,-0.014337850967304272,1.073429811948673,0.9880131386972977,-0.010926829268292686,-0.013634146341463416,1.0731707317073171,0.9878048780487805,41,-0.708,-0.081,0.0,0.055999999999999994,0.594,0.2397913822725811,0.24598249491554894,0.2636516548818748,0.07808688094430302,-0.006717514421272228,-0.026339727599198934,6.187184335382293,5.568465901844064,2,2,2,2,6,6,6,6,-0.029847695956370063,-0.008079089763540388,-2,0.008936308031083888,-0.04405048518227118,0.0012403619197481897,-0.24260463502499852,-0.28574511803133346,-0.6946991425797844,-0.4761092756861457,0.005980260374933486,0.008324438266590333,0.011533883782912868,-0.001940103896904688
2015-09-01,-0.017334603658536576,0.14557926829268286,-0.05029119074793861,-0.04419925139319365,1.1330247012020098,0.9997855373855935,-0.029525702182468222,-0.028818079423874533,1.2200353809725202,0.993070019705197,-0.031523437499999994,-0.030968749999999993,1.21875,0.9921875,64,-0.75,-0.223,0.0,0.14475000000000002,0.65,0.263393184992547,0.2878950960150656,0.4869324127670847,0.06250000000000001,-0.2521875000000001,-0.24775000000000005,9.750000000000005,7.937500000000003,1,1,1,1,7,7,7,7,0.018981070678811607,-0.029847695956370063,2,0.009133889841592212,-0.02059660823170731,0.004382621951219523,-0.6613276474677219,-0.6156859389076137,0.9954451419549903,0.013429112565603783,0.0017764485096112594,0.0034610095694807344,0.014916188617862813,-0.0015427946663802983
2015-09-02,-0.008075694444444444,-0.0854166666666667,-0.08638348096554278,-0.09302558206394533,1.1012300164401638,1.0,-0.04214285945584679,-0.041755358912878036,1.1341699866154147,1.0,-0.039885185185185176,-0.03904444444444444,1.1333333333333333,1.0,45,-0.65,-0.25,-0.025,0.083,0.65,0.30383678837075057,0.31814468946431185,0.4045199174779453,0.0,-0.14519259240363785,-0.11932426932522992,6.540737725975567,5.6568542494923815,2,2,2,2,6,6,6,6,0.0007164372198687125,0.018981070678811607,0,0.009208500678744692,-0.008361747685185182,0.0078125,-0.7409741897867745,-0.6830893474956624,-0.0593609490892599,0.8408295791766247,-0.0021269315469935506,-0.0009559948354286359,0.011224314480501318,-0.0006516830860320288
2015-09-03,0.07884444444444445,0.00952380952380949,0.002668040160355631,-0.017690744634754434,1.1166766228197824,0.9961196646337691,0.042243297766254816,0.03825681123102976,1.1425190780545156,0.9949291131640887,0.04408809523809526,0.039800000000000016,1.1428571428571428,0.9952428571428572,70,-0.887,-0.097,0.0,0.1295,1.331,0.2774839896462621,0.34697344007278424,0.39141935278017215,0.039801112690835305,0.3677708333333335,0.3767500000000002,9.125000000000005,7.958375000000002,2,2,2,2,7,7,7,7,-0.015136829223167234,0.0007164372198687125,-1,0.009207137812087294,0.08397328042328044,-0.004757142857142793,0.6570337359815289,0.5069408148448032,0.021146724285785356,0.3607699010477703,0.0009495153347923602,0.001333387159544567,0.008903649346677422,-0.0002939738024209104
2015-09-04,-0.08695254237288136,0.09443099273607758,0.04932187809538567,0.053707713217360245,1.1852298940985264,0.999608607136873,-0.023136538164859867,-0.03893632939628299,1.233477893066191,0.9923414386576971,-0.030122881355932225,-0.04715254237288135,1.2372881355932204,0.9915254237288136,59,-0.8370000000000001,-0.21650000000000003,0.0,0.2,0.5,0.27218713205320294,0.3195288456871829,0.5362379506193077,0.06509445549041191,-0.6282201809104235,-0.8331485649330499,7.247844507162116,5.568465901844064,2,2,2,2,6,6,6,6,0.025131092478971023,-0.015136829223167234,2,0.009248276814181307,-0.07421097659402748,-0.003717433414043625,-0.5488063464497851,-0.7866786932489654,1.1401125057498056,-0.15256654624941743,-0.0020862761006342333,-0.0032534557742642757,0.01389440519213525,-0.0002830691015899278
2015-09-08,0.07428217200251097,-0.1817325800376648,0.029654855992245047,0.02609290741423563,1.0675366533881492,1.0,0.028334017047659518,0.027399418913013774,1.0569933206460025,1.0,0.027685185185185184,0.02712962962962963,1.0555555555555556,1.0,54,-0.65,0.0,0.015,0.18575000000000003,0.563,0.26383736228715654,0.27181007841535626,0.23121228232266408,0.0,0.2620714507772643,0.29592418792657027,5.83363094478902,5.6568542494923815,2,2,2,2,6,6,6,6,-0.01337182846377336,0.025131092478971023,-1,0.009381139116876188,0.057808066541117406,0.008474576271186418,0.3402972793899033,0.24855183650556179,-1.128170246760371,0.9000681154638043,-0.0001788713720096589,-0.001331790597210742,0.004255781902636535,0.0003525419446899214
2015-09-09,0.01398327359617682,0.18637992831541217,0.09892636102094853,0.10785777751961932,1.268518126889967,0.9982720078950659,0.0337043529247728,0.046224820432298246,1.2484468535457536,0.9966788574448578,0.029075806451612903,0.04111290322580645,1.2419354838709677,0.996774193548387,62,-0.65,-0.16625,0.0,0.2965,0.846,0.28270539997596167,0.3228156914563625,0.6449166643576172,0.025400025400038086,0.04065863991822643,0.08043339635996972,6.540737725975567,5.6568542494923815,2,2,2,2,6,6,6,6,0.005441824724536203,-0.01337182846377336,1,0.009419297372615845,0.0013906212664277183,-0.003225806451612967,0.3133766328852196,0.43272422482411693,1.17402786078368,0.4462651651071023,0.001417028159137794,0.0012210753687722908,0.010474591011975232,0.0006063974064168809
2015-09-10,-0.09848132427843802,-0.005093378607809784,-0.013811578282607095,-0.01696021086817374,1.1982087745820826,0.9881065098307278,-0.0320331077320265,-0.054092222420452446,1.2431363224158545,0.9867098354802797,-0.033708333333333326,-0.05736842105263157,1.236842105263158,0.9868421052631579,76,-1.5,-0.189,0.0,0.11524999999999999,0.6,0.299836532161307,0.34939970776958823,0.5625755309913287,0.0805681579172283,-0.2356041666666668,-0.4683750000000002,10.000000000000004,7.8750000000000036,2,2,2,2,7,7,7,7,0.004544288857462453,0.005441824724536203,0,0.009418177881395809,-0.06278413978494624,-0.00993208828522918,-0.913163407105245,-1.250586534668148,1.042227832701706,-0.7569949516190063,-0.0020266034607609677,-0.004130176921926417,0.01483663167729632,5.831398153199885e-05
2015-09-11,-0.03647940503432494,-0.0846681922196797,-0.018343870565118745,-0.057467957772427004,1.195913342426669,1.0,-0.07453277033627903,-0.0925233622277095,1.1551959492523678,1.0,-0.07673913043478253,-0.0938478260869565,1.1521739130434783,1.0,46,-0.733,-0.303,-0.1125,0.08475,0.575,0.2956758874761055,0.32679344256927834,0.36315844747302034,0.0,-0.6401968020167705,-0.7226631303726518,6.540737725975568,5.6568542494923815,2,2,2,2,6,6,6,6,-0.0037105315718575877,0.004544288857462453,0,0.009422309407088714,-0.043030797101449206,0.013157894736842146,-1.6759618159720933,-1.7353316618859085,0.015235285759886471,0.8598539423791288,-0.00791694517410253,-0.010997789487140152,0.01174001697049909,0.0006138094346024303
