2021-02-14T23:26:00+00:00	1.2138	1.21381	1.21376	1.21379	-1	-1	-1
2021-02-14T23:27:00+00:00	1.21379	1.213805	1.21376	1.21376	-1	-1	-1
2021-02-14T23:28:00+00:00	1.21376	1.213845	1.21376	1.213845	-1	-1	-1
2021-02-14T23:29:00+00:00	1.213845	1.213885	1.213825	1.213855	-1	-1	-1
2021-02-14T23:30:00+00:00	1.213855	1.21386	1.213795	1.2138	-1	-1	-1
2021-02-14T23:31:00+00:00	1.2138	1.21386	1.213795	1.213855	-1	-1	-1
2021-02-14T23:32:00+00:00	1.213855	1.213875	1.213805	1.213875	-1	-1	-1
2021-02-14T23:33:00+00:00	1.213875	1.213875	1.2138	1.213815	-1	-1	-1
2021-02-14T23:34:00+00:00	1.213815	1.21383	1.213785	1.21383	-1	-1	-1
2021-02-14T23:35:00+00:00	1.21383	1.21387	1.213805	1.213815	-1	-1	-1
2021-02-14T23:36:00+00:00	1.213815	1.21382	1.213795	1.21381	-1	-1	-1
