,raw-s-delta,volume-delta,ewm_last20_volume_base_s,ewm_last20_raw_s,ewm_volume_base_s,mean_volume_base_s,mean_s_dispersion,daily_sd_s_dispersion,volume_base_s_coff,raw_s_coff,volume_base_s_delta,s_dispersion_delta,volume_base_s_z,raw_s_z,s_volume_z,s_dispersion_z,volume_base_s_MACD_ewma12-ewma26,raw_s_MACD_ewma12-ewma26,s_volume_MACD_ewma12-ewma26,s_dispersion_MACD_ewma12-ewma26
0.0,-0.04331767902308556,0.0017482201880320413,0.019013574435818033,-0.004022790332812087,-0.28253384036492857,0.2482348667087874,0.020300325107333973,0.01606980921424048,0.0031315149758644693,-0.0028455613579645785,0.06333271663481543,0.0957143216821412,-0.00107069462257895,0.0012567327200119038,-0.00034116898091061346,-0.00011136167544250453,0.1254534526455552,-0.11839928284282383,-0.00039003811715353914,0.011158022468527715
2.002002002002002e-08,-0.04157409685182549,0.0016992606799696266,0.01892477629355427,-0.0041296992584968625,-0.2767199541759613,0.2409767590479555,0.018211567223788836,0.015727000974591027,0.003460259487412571,-0.002989743328925925,0.06012980502307135,0.09540853867355516,-0.0009213364495722515,0.0011367106062262,-0.00032761420913646666,-9.302304673274847e-05,0.06931849560519728,-0.08619575007854384,-0.0009602210276418827,0.005695868477047975
4.004004004004004e-08,-0.039830514680338554,0.0016503011716333825,0.018835978138252964,-0.0042366081839048915,-0.2709060675888838,0.23371865088616406,0.016122809339974124,0.015384192736200867,0.003789004011276215,-0.0031339253015819704,0.05692689341135326,0.09510275566095677,-0.0007719782765859689,0.0010166884927667807,-0.00031405943738480383,-7.468441790749498e-05,0.013183538735952072,-0.05399221740715348,-0.0015304039383695059,0.00023371449271333874
6.006006006006006e-08,-0.03909531810451377,0.001631974623707852,0.01858344097440452,-0.004238426606669186,-0.263778553369367,0.22436764676079224,0.013617116538590783,0.01482255855109487,0.004015839340390335,-0.0031779163666506047,0.055728039855026515,0.09495341732969685,-0.0007014047342653414,0.0009633501920377119,-0.0003118510164303794,-6.182581458074331e-05,0.0,-0.04536444839577492,-0.0016229009891702711,0.0
8.008008008008008e-08,-0.03866831166271218,0.0016205903382485053,0.018277403614302436,-0.004206768688877751,-0.2562345766946539,0.21437577198987506,0.011112280069421344,0.014181001325500346,0.004212525991557382,-0.003191656173003966,0.0551313591979827,0.09472280246826839,-0.0006552025210976656,0.0009307163788732826,-0.00031223484545967064,-4.933054515276923e-05,0.0,-0.04403844616473877,-0.0015919567520701783,0.0
1.001001001001001e-07,-0.03824011278472601,0.0016091348042860483,0.01796876293262379,-0.004175015031291368,-0.24861627852481205,0.2042907253937437,0.008606942704802943,0.013539786076813207,0.004411444142104485,-0.0032057032062047363,0.05453252023703825,0.0944915443644501,-0.0006088674495008688,0.0008980267680796825,-0.00031261663041317944,-3.6808197983521495e-05,0.0,-0.04271216928704923,-0.0015613323058294327,0.0
1.2012012012012013e-07,-0.03781194370273733,0.0015976810831627687,0.017660187680807723,-0.004143263420916016,-0.24099987298928408,0.19420805205182867,0.006101616890277454,0.012898561935277138,0.004610304902433508,-0.0032197421379690757,0.05393373522138568,0.09426030257737696,-0.0005625355675623668,0.0008653384098281727,-0.00031299846866950586,-2.428653054484911e-05,0.0,-0.04138589949998057,-0.0015306996217228335,0.0
1.4014014014014013e-07,-0.03738376974190962,0.001586227116619283,0.017351602315272358,-0.0041115109296720855,-0.233383213725253,0.18412506145937282,0.003596287657020582,0.012257338700078372,0.004809172481550206,-0.003233781724883014,0.05333494139586071,0.09402905850395922,-0.0005162029575635669,0.0008326496224244418,-0.00031338030171847766,-1.1764756748282173e-05,-0.0,-0.04005962891222385,-0.0015000678957915049,0.0
1.6016016016016016e-07,-0.03695489201512442,0.0015750930668989702,0.017042748101943124,-0.004080160226873225,-0.22577525397084708,0.1740746486714881,0.001138610500507063,0.011615348307924338,0.005008464949100466,-0.003248374881836274,0.052733923816198264,0.09381070283989204,-0.00047047973251124057,0.0008001714607239719,-0.0003138718583844107,0.0,-0.0,-0.03874255751567099,-0.0014686684271545112,0.0
1.801801801801802e-07,-0.036552518377061124,0.0015649891636393065,0.016715381862539062,-0.004037454267582926,-0.21814034514309383,0.16423901626302076,0.0,0.011316639583700928,0.005209551791958052,-0.003264710086985761,0.05216001645490323,0.09354882590892,-0.00043183628168869283,0.0007700299288990401,-0.00031414134202721844,7.228087557144705e-06,-0.0,-0.037528971896271524,-0.0014373812855702005,0.0
2.002002002002002e-07,-0.036175381727886716,0.0015554899927715902,0.016372616436800352,-0.003984421360397001,-0.21048248404259556,0.15457560518816624,0.0,0.011328176927400657,0.005411950176046169,-0.003282227162508147,0.05161405313484621,0.09323396183412895,-0.0003991058407171014,0.000741913508384414,-0.0003140943568214444,1.1173261217536625e-05,-0.0,-0.036398583271392934,-0.0014069838377328094,0.0
2.2022022022022023e-07,-0.035798178039791996,0.0015459870233537067,0.01602970461627979,-0.00393138015999959,-0.20282063927345498,0.1449072115869622,0.0,0.011339740415760111,0.005614464086367042,-0.003299758737479863,0.051067967978402545,0.09291906166754482,-0.0003663670849641387,0.0007137929520214991,-0.0003140472659110064,1.5119833264999288e-05,-0.0,-0.035268183446638464,-0.0013766028364621801,0.0
2.4024024024024026e-07,-0.03542121412993096,0.0015364987037706935,0.015687325818563826,-0.0038783564429968726,-0.19517417136741597,0.13525808118123916,0.0,0.011351207350016072,0.005816511698764703,-0.0033172243802147314,0.050522318473686934,0.0926042971901046,-0.0003336537162123929,0.0006856823919138429,-0.0003140006230367751,1.906120570440301e-05,-0.0,-0.03413783384507966,-0.0013461549263245715,0.0
2.6026026026026026e-07,-0.03504442447452859,0.0015270212148491289,0.01534533601525204,-0.003825343322867826,-0.18753907371773662,0.12562319967503777,0.0,0.011362603588518224,0.006018211243902251,-0.003334639671235768,0.049976985550018595,0.09228963246503105,-0.0003009580433383089,0.000657578265867423,-0.0003139543178790713,2.2998765139464925e-05,-0.0,-0.03300752250237381,-0.001315656991522027,0.0
2.8028028028028027e-07,-0.03466771913880538,0.0015175494147554858,0.01500353840647679,-0.0037723302003246865,-0.17990995334348753,0.11599582053181028,0.0,0.011373964336613336,0.006219719998277232,-0.0033520246701217223,0.049431805765342486,0.09197501878887109,-0.00026826909989835203,0.0006294752327915177,-0.00031390820560842894,2.6934396105874985e-05,-0.0,-0.031877233954282304,-0.0012851314449968336,0.0
3.003003003003003e-07,-0.03429132519937611,0.0015080970626344923,0.014662436764895174,-0.0037193349455486627,-0.17230125090722015,0.10639403105886351,0.0,0.011385198482880306,0.0064206020886524995,-0.0033693184542240534,0.04888719170689944,0.09166058395154461,-0.00023561139729475733,0.0006013832764852725,-0.00031386270298542403,3.086319577539683e-05,-0.0,-0.03074701466779022,-0.0012545157937224006,0.0
3.2032032032032033e-07,-0.03391517992192911,0.0014986609138523755,0.014321896839361017,-0.003666346247863673,-0.164709567464933,0.09681358903512707,0.0,0.011396329606388212,0.006620950146873234,-0.0033865304901945855,0.048343029326303785,0.09134629610240239,-0.00020297588595837796,0.0005732971285769387,-0.00031381773148561154,3.478641503155441e-05,-0.0,-0.02961685712498918,-0.0012238230717440794,0.0
3.4034034034034033e-07,-0.033539563297122,0.0014892579239139127,0.01398253970603694,-0.0036133862542366336,-0.1571526982481614,0.08727678318739152,0.0,0.011407245392807942,0.006820227222270094,-0.0034035857891460035,0.04779982735417271,0.09103231274830716,-0.00017039282925817914,0.0005452291436742075,-0.00031377380433732666,3.869801040601671e-05,-0.0,-0.028486818526738903,-0.0011929762984922438,0.0
3.603603603603604e-07,-0.03316447368732833,0.0014798889391957658,0.013644370100291054,-0.0035604440074870005,-0.1496315424342454,0.07778476531905595,0.0,0.0114179437941753,0.007018389251495281,-0.0034204722790013267,0.047257582707694194,0.09071863883532803,-0.00013785818062162858,0.0005171749852606819,-0.00031373098073827105,4.259784122026732e-05,-0.0,-0.027356907575251638,-0.0011619687368152663,0.0
3.803803803803804e-07,-0.03279019844006651,0.0014705714876761782,0.013308026540812949,-0.003507540782611903,-0.14216449754157442,0.06836058196188781,0.0,0.011428309181877505,0.007214878837053024,-0.0034371113206469943,0.04671681747015788,0.0904054367966906,-0.00010540247900983991,0.0004891467599820188,-0.00031368979575377773,4.647968157652708e-05,-0.0,-0.026227184187770453,-0.0011307204183730632,0.0
4.004004004004004e-07,-0.03241692668475336,0.0014613179055647226,0.012973936368909566,-0.0034546814274997216,-0.13476452089907684,0.05902048619925496,0.0,0.011438263163372849,0.007409289193778574,-0.0034534405765515004,0.04617787518102504,0.090092818505123,-7.304255303215746e-05,0.00046114883077593333,-0.00031365065414877265,5.033928482247907e-05,-0.0,-0.025097695442025246,-0.0010991726317593495,0.0
4.2042042042042045e-07,-0.03204514183709096,0.0014521590787962475,0.012643186145800253,-0.0034018857191614868,-0.12746404663927877,0.04980514575156991,0.0,0.011447607214928454,0.007600612791965993,-0.003469309248154504,0.04564163400069531,0.08978106590100814,-4.082405610366524e-05,0.0004331952584147988,-0.0003136145480492452,5.4165916736422574e-05,-0.0,-0.023968555502947186,-0.0010671802158963174,0.0
