,0,1
0,2018-01-02,0.7795275590551181
1,2018-01-03,-1.0
2,2018-01-04,0.7694300518134716
3,2018-01-05,1.0421052631578946
4,2018-01-08,0.7595907928388748
5,2018-01-09,0.7615384615384615
6,2018-01-10,1.0285714285714285
7,2018-01-11,1.0232558139534884
8,2018-01-12,0.740648379052369
9,2018-01-16,0.7654639175257731
10,2018-01-17,0.7557251908396946
11,2018-01-18,1.0206185567010309
12,2018-01-19,1.0259067357512954
13,2018-01-22,0.7694300518134716
14,2018-01-23,1.0285714285714285
15,2018-01-24,1.0421052631578946
16,2018-01-25,1.0285714285714285
17,2018-01-26,0.7694300518134716
18,2018-01-29,1.0232558139534884
19,2018-01-30,1.0206185567010309
20,2018-01-31,1.0285714285714285
21,2018-02-01,1.0206185567010309
22,2018-02-02,1.0259067357512954
23,2018-02-05,0.7694300518134716
24,2018-02-06,1.0179948586118253
25,2018-02-07,1.0153846153846153
26,2018-02-08,1.0259067357512954
27,2018-02-09,0.7615384615384615
28,2018-02-12,0.7557251908396946
29,2018-02-13,1.0259067357512954
30,2018-02-14,0.7654639175257731
31,2018-02-15,0.7714285714285714
32,2018-02-16,1.0153846153846153
33,2018-02-20,1.0076335877862594
34,2018-02-21,0.9850746268656716
35,2018-02-22,1.056
36,2018-02-23,0.7836411609498681
37,2018-02-26,0.7898936170212765
38,2018-02-27,1.0285714285714285
39,2018-02-28,1.0476190476190477
40,2018-03-01,1.056
41,2018-03-02,0.9428571428571428
42,2018-03-05,0.7815789473684209
43,2018-03-06,1.0476190476190477
44,2018-03-07,1.056
45,2018-03-08,0.99
46,2018-03-09,1.0421052631578946
47,2018-03-12,1.0
48,2018-03-13,1.0259067357512954
49,2018-03-14,1.0448548812664908
50,2018-03-15,1.053191489361702
51,2018-03-16,1.0025316455696203
52,2018-03-19,1.0393700787401574
53,2018-03-20,1.056
54,2018-03-21,1.053191489361702
55,2018-03-22,1.036649214659686
56,2018-03-26,1.0393700787401574
57,2018-03-27,1.0025316455696203
58,2018-03-28,1.0025316455696203
59,2018-03-29,0.7654639175257731
60,2018-04-02,0.792
61,2018-04-03,0.99
62,2018-04-04,0.9949748743718593
63,2018-04-05,0.7424999999999999
64,2018-04-06,1.010204081632653
65,2018-04-09,1.0179948586118253
66,2018-04-10,0.9949748743718593
67,2018-04-11,0.9705882352941176
68,2018-04-12,1.0421052631578946
69,2018-04-13,0.99
70,2018-04-16,1.0025316455696203
71,2018-04-17,1.0050761421319796
72,2018-04-18,0.9949748743718593
73,2018-04-19,1.0476190476190477
74,2018-04-20,1.0076335877862594
75,2018-04-23,1.0448548812664908
76,2018-04-24,1.0476190476190477
77,2018-04-25,1.056
78,2018-04-26,0.7754569190600522
79,2018-04-27,1.056
80,2018-04-30,1.0421052631578946
81,2018-05-01,1.036649214659686
82,2018-05-02,1.0393700787401574
83,2018-05-03,1.056
84,2018-05-04,0.7774869109947644
85,2018-05-07,0.7734375
86,2018-05-08,1.056
87,2018-05-09,1.0393700787401574
88,2018-05-10,1.053191489361702
89,2018-05-11,1.056
90,2018-05-14,1.056
91,2018-05-15,1.0285714285714285
92,2018-05-16,1.0127877237851663
93,2018-05-17,1.0050761421319796
94,2018-05-18,1.0421052631578946
95,2018-05-21,0.7857142857142858
96,2018-05-22,1.056
97,2018-05-23,1.0232558139534884
98,2018-05-24,1.0206185567010309
99,2018-05-25,1.0448548812664908
100,2018-05-29,1.056
101,2018-05-30,0.763496143958869
102,2018-05-31,1.0076335877862594
103,2018-06-01,0.9924812030075187
104,2018-06-04,1.0076335877862594
105,2018-06-05,1.0503978779840848
106,2018-06-06,0.7898936170212765
107,2018-06-07,1.053191489361702
108,2018-06-08,1.053191489361702
109,2018-06-11,1.056
110,2018-06-12,1.03125
111,2018-06-13,1.0179948586118253
112,2018-06-14,1.056
113,2018-06-15,1.0339425587467364
114,2018-06-18,1.056
115,2018-06-19,1.056
116,2018-06-20,1.056
117,2018-06-21,1.0503978779840848
118,2018-06-22,1.0179948586118253
119,2018-06-25,1.0206185567010309
120,2018-06-26,1.0421052631578946
121,2018-06-27,1.0476190476190477
122,2018-06-28,1.0232558139534884
123,2018-06-29,1.0421052631578946
124,2018-07-02,0.7795275590551181
125,2018-07-03,1.0476190476190477
126,2018-07-05,0.7877984084880636
127,2018-07-06,1.0476190476190477
128,2018-07-09,0.7538071065989846
129,2018-07-10,1.053191489361702
130,2018-07-11,1.056
131,2018-07-12,0.7694300518134716
132,2018-07-13,1.056
133,2018-07-16,1.010204081632653
134,2018-07-17,1.036649214659686
135,2018-07-18,1.056
136,2018-07-19,1.0476190476190477
137,2018-07-20,1.053191489361702
138,2018-07-23,1.053191489361702
139,2018-07-24,1.03125
140,2018-07-25,1.0259067357512954
141,2018-07-26,1.0503978779840848
142,2018-07-27,1.0503978779840848
143,2018-07-30,1.053191489361702
144,2018-07-31,1.056
145,2018-08-01,1.053191489361702
146,2018-08-02,1.053191489361702
147,2018-08-03,1.053191489361702
148,2018-08-06,1.0503978779840848
149,2018-08-07,1.0179948586118253
150,2018-08-08,1.056
151,2018-08-09,1.053191489361702
152,2018-08-10,1.056
153,2018-08-13,1.056
154,2018-08-14,1.0476190476190477
155,2018-08-15,1.056
156,2018-08-16,1.0503978779840848
157,2018-08-17,1.056
158,2018-08-20,1.056
159,2018-08-21,0.792
160,2018-08-22,1.0393700787401574
161,2018-08-23,1.0448548812664908
162,2018-08-24,1.0153846153846153
163,2018-08-27,0.792
164,2018-08-28,0.792
165,2018-08-29,1.0503978779840848
166,2018-08-30,1.056
167,2018-08-31,1.056
168,2018-09-04,1.056
169,2018-09-05,1.056
170,2018-09-06,1.0421052631578946
171,2018-09-07,0.7815789473684209
172,2018-09-10,1.056
173,2018-09-11,1.056
174,2018-09-12,1.056
175,2018-09-13,0.792
