Date,raw-s-delta,volume-delta,ewm_last20_volume_base_s,ewm_last20_raw_s,ewm_last20_s_volume,ewm_last20_s_dispersion,ewm_volume_base_s,ewm_raw_s,ewm_s_volume,ewm_s_dispersion,mean_volume_base_s,mean_raw_s,mean_s_volume,mean_s_dispersion,count,daily_min_raw_s,daily_q1_raw_s,daily_mid_raw_s,daily_q2_raw_s,daily_max_raw_s,daily_sd_volume_base_s,daily_sd_raw_s,daily_sd_s_volume,daily_sd_s_dispersion,volume_base_s_coff,raw_s_coff,s_volume_coff,s_dispersion_coff,volume_base_s_deg,raw_s_deg,s_volume_deg,s_dispersion_deg,volume_base_s_wave,raw_s_wave,s_volume_wave,s_dispersion_wave,next_Return,today_Return,classret,sd_Return,volume_base_s_delta,s_dispersion_delta,volume_base_s_z,raw_s_z,s_volume_z,s_dispersion_z,volume_base_s_MACD_ewma12-ewma26,raw_s_MACD_ewma12-ewma26,s_volume_MACD_ewma12-ewma26,s_dispersion_MACD_ewma12-ewma26
2015-08-28,-0.05971490788946733,-0.278250567347484,0.0414857766846602,0.11618179792467714,2.8967315233763804,0.9920719425057773,0.047933801694773834,0.11317642098243078,2.3144032640120993,0.9761717048759179,0.04217948395217115,0.09268281938325991,2.149779735682819,0.9764405286343613,227,-0.9620000000000001,-0.1475,0.021,0.35,1.2109999999999999,0.2155595471857845,0.38665130962469757,1.3118039477325323,0.09686721015523844,0.42420808942508476,0.6487704717386575,19.97576656851998,11.078153552501998,2,2,2,2,8,8,8,8,-0.008079089763540388,5.015807597029e-05,-1,0.008921439897820715,-0.024885820881883708,0.01998219530102774,0.41648205555758216,0.8568692162019497,0.2671296527274503,0.8647333727320147,0.00167349385475778,0.008957242328775997,0.15388247148619327,0.0020040639119958126
2015-08-31,-0.009931599871064817,-0.09612119909745331,0.14541541287099508,0.31271494356967117,2.7772371865371346,0.9515890634328343,0.03681728623780062,0.09861060000229098,2.196388434194759,0.9614811023280563,0.029703924611973388,0.08275121951219509,2.053658536585366,0.9655121951219514,205,-1.7990000000000002,-0.128,0.0,0.35,1.253,0.20996638374783222,0.39198432036590586,1.4079775442755194,0.11972716572814653,0.14797977163281473,0.5358985517917549,19.268659787333434,11.085489785356806,2,2,2,2,8,8,8,8,-0.025097282081498997,-0.008079089763540388,-2,0.008936308031083888,-0.012475559340197763,-0.010928333512409849,-0.016245278847804016,0.6154831169550881,0.041579449313657646,0.22815809188187336,0.001497788793417016,0.009560592367705234,0.12280134388086372,0.0016382894723109276
2015-09-01,-0.06396233062330621,0.5352303523035231,-0.03713901276206078,-0.10872677144811661,2.1385522981732143,0.9939017413274873,-0.0011965134335730331,0.012096350516535943,2.6764011538506094,0.966924770578084,0.0006622663139329805,0.018788888888888883,2.588888888888889,0.9634592592592593,269,-1.1,-0.20750000000000002,0.0,0.224,1.421,0.18995154394513386,0.4224615200649214,1.8018646544514894,0.11059912964848848,0.06379553571428574,0.4423125000000001,40.31250000000003,15.383375000000008,2,2,2,2,9,9,9,9,0.018981070678811607,-0.025097282081498997,2,0.009133889841592212,-0.029041658298040406,-0.0020529358626920624,-1.064156812788773,-0.6989941161113455,0.9882270171860138,0.0976002680001418,-0.0007332850280146325,0.005346005054806979,0.13228833557455433,0.0011871946657470156
2015-09-02,0.0522111111111111,-0.606280193236715,0.01351603944797058,-0.004314468166265414,1.8372123826649724,0.9978385890953544,0.038261220804550855,0.06905041456719099,2.0529017178625444,0.9724354454990849,0.03988782608695653,0.07099999999999998,1.982608695652174,0.9723173913043478,230,-1.675,-0.14475,0.026000000000000002,0.3485,1.21,0.24126155907549546,0.41967448396237156,1.2606410561349881,0.11249822571011867,0.5884174348252582,1.0713551618452684,19.887378220871664,11.00134407839561,2,2,2,2,8,8,8,8,0.0007164372198687125,0.018981070678811607,0,0.009208500678744692,0.03922555977302355,0.008858132045088452,0.4568992256742419,0.4015601649376757,-0.17468036892971386,0.6107928647968381,0.0003621215121632389,0.005759195160468307,0.09444731820036267,0.0014599817393007308
2015-09-03,0.005736607142857189,0.09328416149068319,0.0608651781780271,0.055457598099354695,2.1035194220788673,0.9982762471678235,0.038955622219330625,0.07483199835291854,2.1596452019890533,0.9770048717468025,0.03887999220521541,0.07673660714285717,2.075892857142857,0.9792500000000002,224,-1.5,-0.12925,0.016,0.32425000000000004,1.3,0.21916615133503026,0.411066683404867,1.284103954533045,0.08095251334603737,0.46556415549594576,0.9241001746631696,21.47836847854139,11.17087292918508,2,2,2,2,8,8,8,8,-0.015136829223167234,0.0007164372198687125,-1,0.009207137812087294,-0.0010078338817411173,0.006932608695652376,0.47626023091137903,0.5481019706263098,-0.04001831255512388,1.0394686582075623,0.0011398619626018514,0.006431563642058331,0.07058531152715064,0.0021595067604659457
2015-09-04,-0.10942859026522006,0.0760058770343579,0.004708072921742654,0.043250030548512286,2.0650511025548024,0.9834758947629167,-0.014622241370128552,-0.025051838893295035,2.1530775523334325,0.9783512797045429,-0.02015042194092828,-0.03269198312236289,2.151898734177215,0.9764894514767932,237,-1.3119999999999998,-0.25,0.0,0.183,1.0,0.219132051229627,0.38923935228553236,1.4209862377964348,0.10140586399545119,-0.3910952890146633,-0.6300321420372142,24.48357229858422,10.99170974850194,2,2,2,2,8,8,8,8,0.023506938659922465,-0.015136829223167234,2,0.009248276814181307,-0.05903041414614369,-0.0027605485232069515,-1.7362711902095291,-1.600547805066453,0.06628237210606881,0.7725525517814973,-0.0025832280255081892,-0.0011211187524454644,0.05668943131143411,0.002478937319113972
2015-09-08,0.1717334768982965,-0.30542570513157186,0.10758469071489013,0.11507490060574958,2.000796569414271,0.9969209900730852,0.08199672870679703,0.13190455247849595,1.9286735829879496,0.9668863477578965,0.085608605018771,0.13904149377593358,1.8464730290456433,0.9666224066390041,241,-1.464,-0.073,0.12,0.4,1.4880000000000002,0.26381205480138636,0.3990682250832464,1.1017401048543785,0.11518196905701267,1.005368840908416,1.740631730238336,19.003494744388476,10.913132507442587,2,2,2,2,8,8,8,8,-0.01337182846377336,0.023506938659922465,-1,0.009381139116876188,0.10082224165630188,-0.009867044837789107,2.175105650641743,1.6968174132398846,-0.5739572848527968,-0.056186276584491365,0.0023225933274807833,0.005631957016366471,0.022693691013240258,0.0019735297494283266
2015-09-09,-0.08101927155371133,0.24241585984324576,0.07681557039977821,0.10164601067721556,2.6812857496476976,0.998940160469863,0.03511365635514562,0.05409938488617476,2.2280339157002027,0.9774351654232273,0.036414074074074064,0.05802222222222226,2.088888888888889,0.9751866666666666,225,-1.9340000000000002,-0.11699999999999999,0.0,0.313,1.196,0.20424135104972138,0.3781494584113871,1.2468213553125775,0.11038512451542427,0.5304994968895702,0.8608141177469737,20.32931995911325,11.026446369127733,2,2,2,2,8,8,8,8,0.005441824724536203,-0.01337182846377336,1,0.009419297372615845,-0.04919453094469694,0.00856426002766253,0.37951859805834587,0.1328314709272614,-0.10835063326514655,0.6188189100151548,0.002487309381119948,0.004845622738146781,0.013811146112489237,0.002189891083111739
2015-09-10,-0.008316865079365098,0.04950396825396819,0.07998267679702446,0.24221967257798346,2.1194759935564225,0.9991857753688491,0.031580258289132815,0.06572767170936969,2.2660727362088715,0.9777151815011846,0.027114721513605444,0.04970535714285716,2.138392857142857,0.9756339285714286,224,-1.81,-0.226,0.016,0.33975,1.521,0.24593520933166382,0.45382910274719074,1.3961989100914953,0.10247274563050007,0.2102887164106032,0.14292395814733094,20.948038392651483,10.950167225107233,2,2,2,2,8,8,8,8,0.004544288857462453,0.005441824724536203,0,0.009418177881395809,-0.00929935256046862,0.00044726190476196415,0.03970270771808737,-0.03708645074135485,-0.053345259630118914,0.637995268454681,0.0018949452984058542,0.0035556301157069065,0.010393161940458917,0.002367089633043884
2015-09-11,-0.012792536630036648,-0.16403388278388276,0.03250496733481406,0.06473449970894822,2.114394397792562,0.9733772822736804,0.016297523563055034,0.05005762819212844,2.0652788826412607,0.955945744482779,0.01006684870684871,0.036912820512820514,1.9743589743589745,0.9582461538461539,195,-1.262,-0.2,0.0,0.2405,1.525,0.24970549596399783,0.4261605229601078,1.4338898771354514,0.13052203243753782,-0.057706877275243124,0.24501249968113875,20.506096654409887,11.032456776767816,2,2,2,2,8,8,8,8,-0.0037105315718575877,0.004544288857462453,0,0.009422309407088714,-0.017047872806756736,-0.01738777472527475,-0.5189026279769415,-0.23445690986799636,-0.41474305969289793,-1.0975754416517347,0.00013391036558696445,0.0015483645588978967,-0.004676669450878634,0.0011770080043095321
