Date,raw-s-delta,volume-delta,ewm_last20_volume_base_s,ewm_last20_raw_s,ewm_last20_s_volume,ewm_last20_s_dispersion,ewm_volume_base_s,ewm_raw_s,ewm_s_volume,ewm_s_dispersion,mean_volume_base_s,mean_raw_s,mean_s_volume,mean_s_dispersion,count,daily_min_raw_s,daily_q1_raw_s,daily_mid_raw_s,daily_q2_raw_s,daily_max_raw_s,daily_sd_volume_base_s,daily_sd_raw_s,daily_sd_s_volume,daily_sd_s_dispersion,volume_base_s_coff,raw_s_coff,s_volume_coff,s_dispersion_coff,volume_base_s_deg,raw_s_deg,s_volume_deg,s_dispersion_deg,volume_base_s_wave,raw_s_wave,s_volume_wave,s_dispersion_wave,next_Return,today_Return,classret,sd_Return,volume_base_s_delta,s_dispersion_delta,volume_base_s_z,raw_s_z,s_volume_z,s_dispersion_z,volume_base_s_MACD_ewma12-ewma26,raw_s_MACD_ewma12-ewma26,s_volume_MACD_ewma12-ewma26,s_dispersion_MACD_ewma12-ewma26
2015-08-28,-19.193999999999992,-153.0,0.0414857766846602,0.11618179792467714,2.8967315233763804,0.9920719425057773,0.047933801694773834,0.11317642098243078,2.3144032640120993,0.9761717048759179,9.574742857142851,21.038999999999998,488,221.65200000000002,227,-0.9620000000000001,-0.1475,0.021,0.35,1.2109999999999999,0.2155595471857845,0.38665130962469757,1.3118039477325323,0.09686721015523844,0.42420808942508476,0.6487704717386575,19.97576656851998,11.078153552501998,2,2,2,2,8,8,8,8,-0.008079089763540388,5.015807597029e-05,-1,0.008921439897820715,-8.130497619047631,-30.853000000000037,0.7147077248987966,0.9923485303591172,0.26769896881522826,0.5375029418760502,1.079443420947559,3.203870728805926,71.20792205128464,16.851712418250912
2015-08-31,-4.075000000000003,-67.0,0.14541541287099508,0.31271494356967117,2.7772371865371346,0.9515890634328343,0.03681728623780062,0.09861060000229098,2.196388434194759,0.9614811023280563,6.089304545454545,16.963999999999995,421,197.93000000000004,205,-1.7990000000000002,-0.128,0.0,0.35,1.253,0.20996638374783222,0.39198432036590586,1.4079775442755194,0.11972716572814653,0.14797977163281473,0.5358985517917549,19.268659787333434,11.085489785356806,2,2,2,2,8,8,8,8,-0.029847695956370063,-0.008079089763540388,-2,0.008936308031083888,-3.4854383116883065,-23.72199999999998,0.04182103179773056,0.5697178122864441,-0.07751887210737593,-0.0037486692207819258,0.8999650930330292,3.0206852490366636,53.38263614454945,12.932828936149065
2015-09-01,-11.890999999999996,278.0,-0.03713901276206078,-0.10872677144811661,2.1385522981732143,0.9939017413274873,-0.0011965134335730331,0.012096350516535943,2.6764011538506094,0.966924770578084,0.17881190476190476,5.072999999999999,699,260.134,270,-1.1,-0.20750000000000002,0.0,0.224,1.421,0.18995154394513386,0.4224615200649214,1.8018646544514894,0.11059912964848848,0.06379553571428574,0.4423125000000001,41.93750000000003,15.383375000000008,2,2,2,2,9,9,9,9,0.018981070678811607,-0.029847695956370063,2,0.009133889841592212,-5.91049264069264,62.20399999999998,-1.0364680947705283,-0.5363878784347667,1.1010451461934883,1.2155843141681588,0.3269031808723373,1.9923807097442108,58.739821395909416,14.17429556724278
2015-09-02,11.256999999999996,-243.0,0.01351603944797058,-0.004314468166265414,1.8372123826649724,0.9978385890953544,0.038261220804550855,0.06905041456719099,2.0529017178625444,0.9724354454990849,9.1742,16.329999999999995,456,223.63299999999998,230,-1.675,-0.14475,0.026000000000000002,0.3484999999999999,1.21,0.24126155907549546,0.41967448396237156,1.2606410561349881,0.11249822571011867,0.5884174348252582,1.0713551618452684,19.887378220871664,11.00134407839561,2,2,2,2,8,8,8,8,0.0007164372198687125,0.018981070678811607,0,0.009208500678744692,8.995388095238097,-36.50100000000003,0.6737557401560599,0.5070605263247077,-0.01620114648888022,0.4105332099012623,0.5244264587223055,1.9783722369840717,44.719533567115036,12.34685933545876
2015-09-03,0.8590000000000124,9.0,0.0608651781780271,0.055457598099354695,2.1035194220788673,0.9982762471678235,0.038955622219330625,0.07483199835291854,2.1596452019890533,0.9770048717468025,8.709118253968251,17.189000000000007,465,219.35200000000003,224,-1.5,-0.12925,0.016,0.32425,1.3,0.21916615133503026,0.411066683404867,1.284103954533045,0.08095251334603737,0.46556415549594576,0.9241001746631696,21.47836847854139,11.17087292918508,2,2,2,2,8,8,8,8,-0.015136829223167234,0.0007164372198687125,-1,0.009207137812087294,-0.4650817460317498,-4.280999999999949,0.5997487977070323,0.5783705703441797,-0.016393235669347726,0.2676043941933062,0.6387598100374499,2.006863839175555,33.909065301892156,10.466017827278733
2015-09-04,-24.937000000000012,45.0,0.004708072921742654,0.043250030548512286,2.0650511025548024,0.9834758947629167,-0.014622241370128552,-0.025051838893295035,2.1530775523334325,0.9783512797045429,-4.775650000000002,-7.7480000000000055,510,231.428,237,-1.3119999999999998,-0.25,0.0,0.183,1.0,0.219132051229627,0.38923935228553236,1.4209862377964348,0.10140586399545119,-0.3910952890146633,-0.6300321420372142,24.48357229858422,10.99170974850194,2,2,2,2,8,8,8,8,0.025131092478971023,-0.015136829223167234,2,0.009248276814181307,-13.484768253968253,12.075999999999965,-1.7681470213409909,-1.5712491692091002,0.14423989530318507,0.47258205869326725,-0.26558196138215173,0.18204149177915596,28.364072392045273,9.758970096407637
2015-09-08,41.257,-65.0,0.10758469071489013,0.11507490060574958,2.000796569414271,0.9969209900730852,0.08199672870679703,0.13190455247849595,1.9286735829879496,0.9668863477578965,20.63167380952381,33.50899999999999,445,232.956,241,-1.464,-0.073,0.12,0.4,1.4880000000000002,0.26381205480138636,0.3990682250832464,1.1017401048543785,0.11518196905701267,1.005368840908416,1.740631730238336,19.003494744388476,10.913132507442587,2,2,2,2,8,8,8,8,-0.01337182846377336,0.025131092478971023,-1,0.009381139116876188,25.407323809523813,1.5279999999999916,2.3611309568728527,1.816834489735347,-0.22432372965742314,0.4524375083543112,0.9011286778502328,1.7910609943189044,18.918733118993316,9.206105568368372
2015-09-09,-20.453999999999986,25.0,0.07681557039977821,0.10164601067721556,2.6812857496476976,0.998940160469863,0.03511365635514562,0.05409938488617476,2.2280339157002027,0.9774351654232273,8.193166666666665,13.055000000000009,470,219.417,225,-1.9340000000000002,-0.11699999999999999,0.0,0.313,1.196,0.20424135104972138,0.3781494584113871,1.2468213553125775,0.11038512451542427,0.5304994968895702,0.8608141177469737,20.32931995911325,11.026446369127733,2,2,2,2,8,8,8,8,0.005441824724536203,-0.01337182846377336,1,0.009419297372615845,-12.438507142857146,-13.538999999999987,0.37433735920007705,0.11920307550200486,-0.1370957928262917,0.031125950575776294,0.8815502146691427,1.5133598743430507,13.168842971379831,7.665047826264328
2015-09-10,-1.9210000000000047,9.0,0.07998267679702446,0.24221967257798346,2.1194759935564225,0.9991857753688491,0.031580258289132815,0.06572767170936969,2.2660727362088715,0.9777151815011846,6.0736976190476195,11.134000000000004,479,218.542,224,-1.81,-0.226,0.016,0.33974999999999994,1.521,0.24593520933166382,0.45382910274719074,1.3961989100914953,0.10247274563050007,0.2102887164106032,0.14292395814733094,20.948038392651483,10.950167225107233,2,2,2,2,8,8,8,8,0.004544288857462453,0.005441824724536203,0,0.009418177881395809,-2.119469047619045,-0.875,0.02899163788947857,-0.05492119284546957,-0.13456470658918304,-0.04631116498660528,0.6982516210085459,1.1357373159466562,9.191521737800144,6.306582095641431
2015-09-11,-3.9360000000000035,-94.0,0.03250496733481406,0.06473449970894822,2.114394397792562,0.9733772822736804,0.016297523563055034,0.05005762819212844,2.0652788826412607,0.955945744482779,1.9630354978354985,7.198,385,186.858,195,-1.262,-0.2,0.0,0.2405,1.525,0.24970549596399783,0.4261605229601078,1.4338898771354514,0.13052203243753782,-0.057706877275243124,0.24501249968113875,20.506096654409887,11.032456776767816,2,2,2,2,8,8,8,8,-0.0037105315718575877,0.004544288857462453,0,0.009422309407088714,-4.110662121212121,-31.683999999999997,-0.5694046115143773,-0.3426482764985035,-0.6425404049690215,-1.0068608339023815,0.2391956843493901,0.5327410780419779,-1.060243649225356,2.800141110400972
