date,signal,Adj_Close,rtnSPY,cRtn-SPY,position,rtnPort,cRtn-Port
2018-01-02,0.000541683760534662,261.302869730752,0.007157310949561735,0.007157310949561735,1.0,0.007157310949561735,0.007157310949561735
2018-01-03,-1.32695358117666e-05,262.955639305266,0.006325110689435087,0.013527692422991455,-1.0,-0.006325110689435087,0.0007869294761320145
2018-01-04,0.0008070517827370266,264.063967137588,0.004214885199839147,0.01779959529341224,1.0,0.004214885199839147,0.005005131493373449
2018-01-05,0.0008070517827370266,265.823680625747,0.00666396671698144,0.0245821779210047,1.0,0.00666396671698144,0.01170245224004085
2018-01-08,-0.001036004853689139,266.309789324134,0.0018286884646345758,0.026455819530839086,-1.0,-0.0018286884646345758,0.009852363635987071
2018-01-09,0.0008550134992602314,266.912564110134,0.002263434579441448,0.028779135127034117,1.0,0.002263434579441448,0.012138098395971353
2018-01-10,0.000885052669953675,266.504232803489,-0.0015298317185117316,0.02720527617477364,1.0,-0.0015298317185117316,0.010589697429530975
2018-01-11,0.0008550134992602314,268.448667597035,0.007296074711803158,0.034699842614103193,1.0,0.007296074711803158,0.01796303536495536
2018-01-12,0.0005054808739933315,270.19865891122697,0.006518904823989757,0.041444952409501745,0.75,0.004889178617992318,0.022940038471368274
2018-01-16,0.0009234735833367764,269.27505238429296,-0.0034182498560715313,0.037885033350821606,1.0,-0.0034182498560715313,0.019443373832093602
2018-01-17,0.0008550134992602314,271.841706311774,0.00953171823663057,0.04777786105073756,1.0,0.00953171823663057,0.029160420829661193
2018-01-18,0.000885052669953675,271.384764135291,-0.0016809126998302837,0.04601663793749644,1.0,-0.0016809126998302837,0.027430492008125862
2018-01-19,0.0008550134992602314,272.619480229193,0.0045496883284372736,0.05077568762647178,1.0,0.0045496883284372736,0.03210498052589572
2018-01-22,0.0008550134992602314,274.836135893836,0.008130951107306883,0.05931949336730935,1.0,0.008130951107306883,0.04049697566015964
2018-01-23,0.0008550134992602314,275.41946633189997,0.002122466305847448,0.061567863299108794,1.0,0.002122466305847448,0.042705395432334425
2018-01-24,0.0008550134992602314,275.312522418255,-0.0003882946803624998,0.061155662144946055,1.0,-0.0003882946803624998,0.042300518474102766
2018-01-25,0.0008550134992602314,275.429188505867,0.00042375874002109626,0.061605336131302924,1.0,0.00042375874002109626,0.04274220242853466
2018-01-26,0.0008550134992602314,278.61806156728403,0.01157783268620105,0.07389642509180927,1.0,0.01157783268620105,0.05481489718309307
2018-01-29,0.0009624727530090966,276.770848513415,-0.006629911368552621,0.066776586974445,1.0,-0.006629911368552621,0.047821567904540174
2018-01-30,0.0009234735833367764,273.931973714837,-0.010257130813545179,0.0558345199730208,1.0,-0.010257130813545179,0.03707392501328921
2018-01-31,0.0008550134992602314,274.068084150385,0.0004968767745590075,0.056359139623773036,1.0,0.0004968767745590075,0.03758922296012912
2018-02-01,0.0009240518396259949,273.756974583417,-0.0011351543100410755,0.05516000899347784,1.0,-0.0011351543100410755,0.03641139908163371
2018-02-02,0.0003958302848510268,267.797281941197,-0.021770012074720624,0.03218916285692752,0.75,-0.016327509056040468,0.019489382577344783
2018-02-05,-0.01189684562133583,256.597337530369,-0.04182247231802494,-0.010979539833621654,-1.0,0.04182247231802494,0.06212694905870619
2018-02-06,0.001039159408733714,261.65286799358995,0.0197021937634978,0.008506332908640113,1.0,0.0197021937634978,0.08305318001049367
2018-02-07,0.0009234735833367764,260.233430594301,-0.005424887600787631,0.003035299407928127,1.0,-0.005424887600787631,0.07717773824326102
2018-02-08,-0.01189684562133583,250.47236793069803,-0.037508872865839815,-0.03458742411751348,-1.0,0.037508872865839815,0.11758146108094047
2018-02-09,0.0009319203302099255,254.23484925621003,0.015021542522219544,-0.020085438057409255,1.0,0.015021542522219544,0.134369258520612
2018-02-12,0.0008550134992602314,257.968164059819,0.014684512428296825,-0.005695870493894195,1.0,0.014684512428296825,0.15102691799563583
2018-02-13,0.0008550134992602314,258.60982754169,0.002487374689080557,-0.0032226635689124317,1.0,0.002487374689080557,0.15388995321790855
2018-02-14,0.0008550134992602314,262.10008799610597,0.013496240601503562,0.010230083189687322,1.0,0.013496240601503562,0.16946312965419508
2018-02-15,0.0008550134992602314,265.444515841006,0.012760117215030231,0.023120737465337493,1.0,0.012760117215030231,0.1843856162672386
2018-02-16,0.000820275860701774,265.522293232748,0.0002930080943490676,0.02342052012291118,0.75,0.0002197560707618007,0.18464589219653615
2018-02-20,0.0009234735833367764,263.859801484265,-0.006261213430488466,0.017012665817280226,1.0,-0.006261213430488466,0.17722857142594228
2018-02-21,0.0009234735833367764,262.547307998622,-0.004974207811345166,0.011953833470734976,1.0,-0.004974207811345166,0.1713727918702166
2018-02-22,0.0008550134992602314,262.887584087492,0.0012960562858703728,0.01326538259761545,1.0,0.0012960562858703728,0.1728909569402175
2018-02-23,0.0009319203302099255,267.077841067585,0.015939349112426893,0.029416173274375623,1.0,0.015939349112426893,0.19158607537369599
2018-02-26,0.000820275860701774,270.179214563292,0.01161224564085872,0.04137000674511038,0.75,0.00870918423064404,0.20196381803079566
2018-02-27,0.0009234735833367764,266.805620196489,-0.01248650593738676,0.028366933972871156,1.0,-0.01248650593738676,0.18695548968042996
2018-02-28,0.0009234735833367764,264.102855833459,-0.010130087818388311,0.017949486622199196,1.0,-0.010130087818388311,0.17493152633344922
2018-03-01,0.0009624727530090966,260.262597116204,-0.014540769372356266,0.0031477179045173997,1.0,-0.014540769372356266,0.15784711798072393
2018-03-02,0.0008550134992602314,261.604257123751,0.005155024280910858,0.008318968747655475,1.0,0.005155024280910858,0.16381584798749715
2018-03-05,0.0008550134992602314,264.627853227716,0.01155790099598697,0.01997301956081654,1.0,0.01155790099598697,0.17726711633609726
2018-03-06,0.0008550134992602314,265.29868323149,0.002534993938059449,0.022558644982387355,1.0,0.002534993938059449,0.18025148133948599
2018-03-07,0.0008550134992602314,265.201461491813,-0.00036646144825425164,0.022183916660422298,1.0,-0.00036646144825425164,0.17981896467233005
2018-03-08,0.0008550134992602314,266.48478845555303,0.004839064447537567,0.027130330510378498,1.0,0.004839064447537567,0.1855281846788066
2018-03-09,0.001039159408733714,271.122265438162,0.017402407880337423,0.04500487146818588,1.0,0.017402407880337423,0.20615922970222322
2018-03-12,0.000885052669953675,270.781989349291,-0.0012550650840906785,0.04369332234130141,1.0,-0.0012550650840906785,0.20464542136717023
2018-03-13,0.0009234735833367764,269.031998035099,-0.006462731581215464,0.03694821254590264,1.0,-0.006462731581215464,0.19686012135833408
2018-03-14,0.0009234735833367764,267.65144933168096,-0.005131540907776677,0.031627070373977384,1.0,-0.005131540907776677,0.19071838468469715
2018-03-15,0.0008550134992602314,267.359784112649,-0.0010897203051216664,0.030502885408077773,1.0,-0.0010897203051216664,0.18942083468322446
2018-03-16,0.0008550134992602314,267.648318791664,0.0010792000000023894,0.03161500412201268,1.0,0.0010792000000023894,0.19070445764801747
2018-03-19,0.0009234735833367764,264.026964806554,-0.01353026987600403,0.017656974708106787,1.0,-0.01353026987600403,0.17459390499347882
2018-03-20,0.0008550134992602314,264.47597365646,0.001700617398056048,0.0193876198645484,1.0,0.001700617398056048,0.17659143982396142
2018-03-21,0.000885052669953675,263.968398434827,-0.0019191732792041005,0.01743123838335281,1.0,-0.0019191732792041005,0.17433335697211105
2018-03-22,0.0003958302848510268,257.369920553603,-0.024997226639056125,-0.008001720872171436,0.75,-0.018747919979292094,0.1523170491665844
2018-03-26,0.001277648596942375,258.775513475047,0.027359038945939496,0.019138398680791813,1.0,0.027359038945939496,0.18384333619280313
2018-03-27,0.0008170648577365571,254.37327453357997,-0.017011806419974462,0.0018010135272714667,0.75,-0.012758854814980847,0.16873885094263663
2018-03-28,0.0009624727530090966,253.62167276308497,-0.0029547198772085226,-0.0011590278404052246,1.0,-0.0029547198772085226,0.16528555502849063
2018-03-29,0.0008550134992602314,256.86234533197,0.012777585344262876,0.011603747926710595,1.0,0.012777585344262876,0.18017509065830395
2018-04-02,0.0003958302848510268,251.31806214182998,-0.021584647539422575,-0.010231362421846302,0.75,-0.01618848565456693,0.16106984313330486
2018-04-03,0.0008550134992602314,254.539212586806,0.012817027226472044,0.002454529153901097,1.0,0.012817027226472044,0.17595130692457994
2018-04-04,0.0008550134992602314,257.262548872104,0.010699083483528993,0.013179873849760382,1.0,0.010699083483528993,0.18853290812993095
2018-04-05,0.0008550134992602314,259.292849758634,0.007891941113975953,0.021175829752048347,1.0,0.007891941113975953,0.19791273985291502
2018-04-06,0.0003958302848510268,253.514301081586,-0.022285800331274253,-0.0015818908929291498,0.75,-0.01671435024845569,0.17789040675192624
2018-04-09,0.0008550134992602314,254.76371701175898,0.004928384413985798,0.0033386973546352117,1.0,0.004928384413985798,0.1836955034739458
2018-04-10,0.0009319203302099255,258.814557722865,0.015900383141760566,0.019292167063528876,1.0,0.015900383141760566,0.2025167155023606
2018-04-11,0.0009234735833367764,257.457770111193,-0.00524231567037603,0.013948715763440145,1.0,-0.00524231567037603,0.1962127432807934
2018-04-12,0.0008550134992602314,259.575920555314,0.008227176220807708,0.022290650526887612,1.0,0.008227176220807708,0.20605419631734034
2018-04-13,0.0009234735833367764,258.814557722865,-0.0029331026961983975,0.019292167063528876,1.0,-0.0029331026961983975,0.2025167155023606
2018-04-16,0.0008550134992602314,260.94246922893996,0.008221761267206196,0.027672543922658388,1.0,0.008221761267206196,0.21240352085704584
2018-04-17,0.0008550134992602314,263.73413294792005,0.010698387760448513,0.03866698328830953,1.0,0.010698387760448513,0.22537428384530744
2018-04-18,0.000820275860701774,263.929354187009,0.000740219845291934,0.03943582520198907,0.75,0.0005551648839689505,0.22605456861741713
2018-04-19,0.0009234735833367764,262.46519489383803,-0.005547542438699371,0.03366951084937653,1.0,-0.005547542438699371,0.21925297886585082
2018-04-20,0.0009234735833367764,260.239672768218,-0.008479303804530103,0.02490471303340458,1.0,-0.008479303804530103,0.20891456244346895
2018-04-23,0.0008550134992602314,260.2006285204,-0.00015003188177520332,0.02475094465066796,1.0,-0.00015003188177520332,0.2087331867167601
2018-04-24,0.0009234735833367764,256.696407278744,-0.013467381925948207,0.010950232300081186,1.0,-0.013467381925948207,0.19245471524467694
2018-04-25,0.0008550134992602314,257.330876305785,0.002471670849495178,0.013448968519547577,1.0,0.002471670849495178,0.19540207080369032
2018-04-26,0.0008550134992602314,259.946840909584,0.010165762621856755,0.023751450162882826,1.0,0.010165762621856755,0.20755424449315663
2018-04-27,0.0008550134992602314,260.190867458446,0.000938755585596418,0.024712502554985694,1.0,0.000938755585596418,0.20868784278508534
2018-04-30,0.0009234735833367764,258.18984975777903,-0.007690576230491852,0.016831872939748527,1.0,-0.007690576230491852,0.199392336791278
2018-05-01,0.0008550134992602314,258.648619669639,0.0017768704396798896,0.018638651436899467,1.0,0.0017768704396798896,0.2015235015801009
2018-05-02,0.0009234735833367764,256.911150641743,-0.006717488112309211,0.011795958405133478,1.0,-0.006717488112309211,0.19345228174157647
2018-05-03,0.000885052669953675,256.34500904838296,-0.002203647416415655,0.009566316855454282,1.0,-0.002203647416415655,0.19082233370430135
2018-05-04,0.0008550134992602314,259.663770112904,0.012946462569492168,0.02263662938804356,1.0,0.012946462569492168,0.2062392704745195
2018-05-07,0.0005790714300236895,260.542265688807,0.0033832042703572096,0.02609641799961282,0.75,0.002537403202767907,0.2092999858627258
2018-05-08,0.0008550134992602314,260.542265688807,0.0,0.02609641799961282,1.0,0.0,0.2092999858627258
2018-05-09,0.0008550134992602314,263.060619673061,0.009665817473399674,0.0360144786861063,1.0,0.009665817473399674,0.22098885879665975
2018-05-10,0.0008550134992602314,265.520407285588,0.00935064935064811,0.04570188679849463,1.0,0.00935064935064811,0.23240589747631524
