,q1signal,q1signalRolling,lastsignal,position,Adj_Close,rtnSPY,cRtn-SPY,rtnPort,cRtn-Port
2017-12-29,-0.00020503455684446042,1.869058862846887e-05,0.001027151224306062,-1,259.445934502915,0.007157310949561735,0.014354659059225838,-0.007157310949561735,-0.007862481264386045
2018-01-02,-0.00026887739773345126,-0.00037042055573975206,-0.0009641874521991365,0,261.302869730752,0.006325110689435087,0.020770564556119586,0.0,-0.007862481264386045
2018-01-03,-0.00023074775044528564,-0.0005248702724038721,-0.0009872145114639976,0,262.955639305266,0.004214885199839147,0.025072995301098633,0.0,-0.007862481264386045
2018-01-04,-6.477294965830792e-05,-0.0005801537208368855,-0.00019411998947463472,0,264.063967137588,0.00666396671698144,0.03190404762426158,0.0,-0.007862481264386045
2018-01-05,3.534129415683647e-05,-0.0005801537208368855,0.00017053440052571686,1.0,265.823680625747,0.0018286884646345758,0.033791078652761763,0.0018286884646345758,-0.006048170828543031
2018-01-08,-2.3869310283382627e-05,-0.0008842666325083707,-0.000802345812817605,0,266.309789324134,0.002263434579441448,0.03613099712810253,0.0,-0.006048170828543031
2018-01-09,-9.910986508747158e-05,-0.0008842666325083707,-0.00010374196556634874,0,266.912564110134,-0.0015298317185117316,0.034545891064162726,-0.0,-0.006048170828543031
2018-01-10,-0.00013803916671124554,-0.0008842666325083707,0.0007220847351660199,1.0,266.504232803489,0.007296074711803158,0.04209401517815592,0.007296074711803158,0.0012037759770253675
2018-01-11,-3.7316958634373136e-05,-0.0004992329011461198,0.00023332700445939937,1.0,268.448667597035,0.006518904823989757,0.0488873268807517,0.006518904823989757,0.007730528102038781
2018-01-12,-4.292254881732398e-05,-0.00039877705518207094,-0.0006014341208895071,0,270.19865891122697,-0.0034182498560715313,0.045301967926606235,-0.0,0.007730528102038781
2018-01-16,2.469245863062157e-05,-0.00035358804322792797,0.000809606946030388,1.0,269.27505238429296,0.00953171823663057,0.05526549175707807,0.00953171823663057,0.01733593155435842
2018-01-17,4.305780048178586e-05,-0.00035358804322792797,7.03579061029302e-05,0,271.841706311774,-0.0016809126998302837,0.05349168259029091,-0.0,0.01733593155435842
2018-01-18,-6.146652080328506e-06,-1.769202973170926e-05,0.0003917322201928998,1.0,271.384764135291,0.0045496883284372736,0.0582847414026777,0.0045496883284372736,0.021964492968251204
2018-01-19,7.884680110607354e-06,0.0001508424552811648,0.0007226716175779947,1.0,272.619480229193,0.008130951107306883,0.0668896028926318,0.008130951107306883,0.030274036293979734
2018-01-22,3.141206533302901e-05,2.622859287868188e-05,-1.5900720345566444e-05,0,274.836135893836,0.002122466305847448,0.06915404012683046,0.0,0.030274036293979734
2018-01-23,2.085214309635605e-05,-8.125549529597355e-05,-0.00014461027024638065,0,275.41946633189997,-0.0003882946803624998,0.06873889330056104,-0.0,0.030274036293979734
2018-01-24,4.254704989326536e-05,2.622859287868188e-05,0.0004764814417042234,1.0,275.312522418255,0.00042375874002109626,0.06919178074739762,0.00042375874002109626,0.030710623921476055
2018-01-25,9.966273668663914e-05,2.622859287868188e-05,0.0013801183587249949,-0.75,275.429188505867,0.01157783268620105,0.08157070429435231,-0.008683374514650788,0.021760577557736527
2018-01-26,2.8534065806380117e-06,-8.125549529597355e-05,-0.0005376574969083862,0,278.61806156728403,-0.006629911368552621,0.07439998638605783,-0.0,0.021760577557736527
2018-01-29,4.438022768277758e-05,-8.125549529597355e-05,0.00075746287035694,1.0,276.770848513415,-0.010257130813545179,0.06337972517962487,-0.010257130813545179,0.011280245653603416
2018-01-30,5.547460545551049e-05,-8.125549529597355e-05,0.0008110952419138676,1.0,273.931973714837,0.0004968767745590075,0.06390809386760354,0.0004968767745590075,0.011782727320239106
2018-01-31,4.2902420986265844e-05,0.00016493558572892134,0.0005170388995023032,1.0,274.068084150385,-0.0011351543100410755,0.06270039400936223,-0.0011351543100410755,0.010634197796496325
2018-02-01,0.000103897445838936,0.0004957601706032633,0.0017085521449037128,-1,273.756974583417,-0.021770012074720624,0.039565393599968024,0.021770012074720624,0.03263571648565167
2018-02-02,0.00010503074447916856,0.0006362508849296216,0.0014049126366556086,-1,267.797281941197,-0.04182247231802494,-0.003911801296643369,0.04182247231802494,0.07582309515297658
2018-02-05,4.682493545433417e-06,0.0006362508849296216,0.001974562288324664,-1,256.597337530369,0.0197021937634978,0.015713321399743574,-0.0197021937634978,0.05462702007702669
2018-02-06,-8.344082241048295e-05,0.0007832790561354038,0.0009462248332735081,1.0,261.65286799358995,-0.005424887600787631,0.010203190796527206,-0.005424887600787631,0.048905787032355263
2018-02-07,-0.00010419750540979314,0.0008776600375936879,0.0012353560523773554,-1,260.233430594301,-0.037508872865839815,-0.027688392255725502,0.037508872865839815,0.08824906084639572
2018-02-08,-6.906214823095688e-05,0.001089790442825432,0.001458329410279687,-1,250.47236793069803,0.015021542522219544,-0.013082772095147188,-0.015021542522219544,0.07190188130412611
2018-02-09,-5.884657859948287e-05,0.0011301488922094585,0.0010269417320415614,0,254.23484925621003,0.014684512428296825,0.0014096262037219809,0.0,0.07190188130412611
2018-02-12,2.7814246575467765e-05,0.000985583282657535,0.00040934975458181277,1.0,257.968164059819,0.002487374689080557,0.0039005071613427145,0.002487374689080557,0.07456810291285976
2018-02-13,-1.2496666712149363e-05,0.0006767872939276604,0.0003508849363219811,1.0,258.60982754169,0.013496240601503562,0.017449389945963567,0.013496240601503562,0.08907073257247289
2018-02-14,-4.706173443854328e-05,0.0003791173454518969,-0.00022906935629005647,0,262.10008799610597,0.012760117215030231,0.03043216342203503,0.0,0.08907073257247289
2018-02-15,-2.5759287232820487e-05,0.00021442845429980677,7.997197227763248e-05,0,265.444515841006,0.0002930080943490676,0.030734088386595415,0.0,0.08907073257247289
2018-02-16,-1.3372029768256292e-05,0.00021442845429980677,0.0006203517140020679,1.0,265.522293232748,-0.006261213430488466,0.024280442269126956,-0.006261213430488466,0.08225182827493827
2018-02-20,-1.9817830354732655e-06,0.00021442845429980677,0.0007828927535695595,1.0,263.859801484265,-0.004974207811345166,0.019185458492183782,-0.004974207811345166,0.0768684827768904
2018-02-21,3.4234416176410755e-05,0.00021442845429980677,0.0010805072052645283,-1,262.547307998622,0.0012960562858703728,0.02050638021213036,-0.0012960562858703728,0.0754728006107317
2018-02-22,3.200391413718509e-05,0.00021442845429980677,0.0011678210611377978,-1,262.887584087492,0.015939349112426893,0.03677258767779046,-0.015939349112426893,0.05833046418087773
2018-02-23,2.2189145134879128e-05,0.00019717608281980402,0.0003163801933619756,1.0,267.077841067585,0.01161224564085872,0.048811845639613605,0.01161224564085872,0.0706200575001501
2018-02-26,0.0001299851386869837,0.00019717608281980402,-0.00034464290711685004,0,270.179214563292,-0.01248650593738676,0.03571585030183311,-0.0,0.0706200575001501
2018-02-27,0.00011514280096148574,0.00046736595368202167,0.001539616788520787,-1,266.805620196489,-0.010130087818388311,0.025223957783378825,0.010130087818388311,0.08146553270275447
2018-02-28,5.4336610457413646e-05,0.0005486364734657675,0.0011754649734771498,-1,264.102855833459,-0.014540769372356266,0.010316412658236462,0.014540769372356266,0.09719087359793765
2018-03-01,7.284187617952977e-05,0.0006974436993132519,0.0016753287494381507,-1,260.262597116204,0.005155024280910858,0.015524618296892445,-0.005155024280910858,0.09153482800374646
2018-03-02,0.00012698182173443524,0.0005866413814467346,0.0008589025695314936,1.0,261.604257123751,0.01155790099598697,0.02726195129415543,0.01155790099598697,0.10415067947948553
2018-03-05,1.0678050084626384e-05,0.00035867574076411566,0.00040297128816625585,1.0,264.627853227716,0.002534993938059449,0.029866054113485196,0.002534993938059449,0.10694969475867033
2018-03-06,0.00018452491081107905,0.00045610533158271517,0.0005112393749991745,1.0,265.29868323149,-0.00036646144825425164,0.029488647907786936,-0.00036646144825425164,0.10654404037038456
2018-03-07,0.00015310932878001617,0.000684070972265334,0.0010763161245178892,-1,265.201461491813,0.004839064447537567,0.034470409823021075,-0.004839064447537567,0.10118940244499375
2018-03-08,0.00011549998252707382,0.00045610533158271517,0.00040025156502232587,1.0,266.48478845555303,0.017402407880337423,0.05247268583490117,0.017402407880337423,0.12035274957984665
2018-03-09,0.0002342915649991493,0.00040061142659429086,-3.218685278416715e-05,0,271.122265438162,-0.0012550650840906785,0.05115176411495059,-0.0,0.12035274957984665
2018-03-12,0.00019477396557085195,0.00040061142659429086,0.0005567845006958772,1.0,270.781989349291,-0.006462731581215464,0.04435845241235459,-0.006462731581215464,0.11311221048303532
2018-03-13,0.00012833106557056577,0.00040061142659429086,0.000873488508869738,1.0,269.031998035099,-0.005131540907776677,0.03899928429141819,-0.005131540907776677,0.10740022963999585
2018-03-14,0.00020548499513979972,0.00045474547001075015,0.0013341026850799316,-1,267.65144933168096,-0.0010897203051216664,0.03786706567431897,0.0010897203051216664,0.10860698615613096
2018-03-15,0.00031481597944979734,0.0004775180328591015,0.001668285870420586,-1,267.359784112649,0.0010792000000023894,0.038987131811597076,-0.0010792000000023894,0.10741057749666871
2018-03-16,0.00021464744160167788,0.0004775180328591015,0.0014580140656558318,-1,267.648318791664,-0.01353026987600403,0.024929355520490803,0.01353026987600403,0.12239414147374017
2018-03-19,0.0001991180652961442,0.0007141365047828075,0.002018677280354049,-1,264.026964806554,0.001700617398056048,0.026672368214267328,-0.001700617398056048,0.12048537846927365
2018-03-20,0.00016449414005931574,0.0011027955969748347,0.0017852836248018762,-1,264.47597365646,-0.0019191732792041005,0.024702006038693325,0.0019191732792041005,0.12263578406737086
2018-03-21,8.623886728008166e-05,0.0013950583753678818,0.0014789755945311294,-1,263.968398434827,-0.024997226639056125,-0.0009127022437513954,0.024997226639056125,0.1506985651948174
2018-03-22,4.8355553846687656e-05,0.0014674948300934807,0.001786477284909208,-1,257.369920553603,-0.0213145219403037,-0.02220777037205568,0.0213145219403037,0.17522515500933822
2018-03-26,0.00026315670095653214,0.0014674948300934807,0.0013987098882560932,0,258.775513475047,-0.017011806419974462,-0.038841782501441435,-0.0,0.17522515500933822
2018-03-27,0.00022002362503653527,0.0014273619769559626,0.0013483460701024445,0,254.37327453357997,-0.0029547198772085226,-0.04168173579182677,-0.0,0.17522515500933822
2018-03-28,0.00014985961259749009,0.0014378427413936114,0.0017415430159013238,-1,253.62167276308497,0.012777585344262876,-0.029436742383941006,-0.012777585344262876,0.16020861529248176
2018-03-29,0.00027965174840138975,0.001372527979179269,0.0005562929546170383,1.0,256.86234533197,-0.021584647539422575,-0.050386008214297395,-0.021584647539422575,0.13516592125919202
2018-04-02,0.0002939431289085614,0.001372527979179269,0.001883927148483826,-1,251.31806214182998,0.012817027226472044,-0.038214779826941214,-0.012817027226472044,0.12061646873984966
2018-04-03,0.00031148924337921015,0.0012289178091538194,0.001111489548205194,0,254.539212586806,0.010699083483528993,-0.027924559463085363,0.0,0.12061646873984966
2018-04-04,0.00028821272920441466,0.0009148810359252903,0.0007202725236453866,1.0,257.262548872104,0.007891941113975953,-0.020252997328025768,0.007891941113975953,0.1294603079224963
2018-04-05,0.00022321413406353762,0.0006487794698848792,0.000579286416124372,1.0,259.292849758634,-0.022285800331274253,-0.0420874434047378,-0.022285800331274253,0.10428938101803609
2018-04-06,0.00019118360234505802,0.0006487794698848792,0.0019055340828782567,-1,253.514301081586,0.004928384413985798,-0.03736648209085247,-0.004928384413985798,0.09884701844409682
2018-04-09,0.00016471080747036375,0.0006487794698848792,0.0008668538764577737,1.0,254.76371701175898,0.015900383141760566,-0.022060240330996184,0.015900383141760566,0.11631910705153925
2018-04-10,8.920086398894845e-05,0.0006487794698848792,0.00025158490138371215,1.0,258.814557722865,-0.00524231567037603,-0.02718690925779277,-0.00524231567037603,0.11046700990350278
2018-04-11,0.00014065349424175256,0.0006487794698848792,0.001106614054397479,-1,257.457770111193,0.008227176220807708,-0.019183404530348058,-0.008227176220807708,0.10133100212563328
2018-04-12,0.00017600075634464406,0.0004816128026253977,0.00038593918912642347,1.0,259.575920555314,-0.0029331026961983975,-0.022060240330996184,-0.0029331026961983975,0.0981006851938917
2018-04-13,0.0001289531913747718,0.0004816128026253977,0.000582979153340117,1.0,258.814557722865,0.008221761267206196,-0.014019853093288681,0.008221761267206196,0.10712900687491134
2018-04-16,0.0001323292870674035,0.00033213490689808526,0.00028033062466974716,1.0,260.94246922893996,0.010698387760448513,-0.0034714551575767416,0.010698387760448513,0.11897350229129944
2018-04-17,0.00021976084507263562,0.0002649577630267296,0.00015260704603781063,0.75,263.73413294792005,0.000740219845291934,-0.00273380495228448,0.0005551648839689505,0.11959471708586333
2018-04-18,0.0001073719622717961,0.0002649577630267296,0.00044449399485544446,1.0,263.929354187009,-0.005547542438699371,-0.008266181491991875,-0.005547542438699371,0.11338371787868584
2018-04-19,0.00013578287399752055,0.00033213490689808526,0.001162779271784541,-1,262.46519489383803,-0.008479303804530103,-0.01667539383234795,0.008479303804530103,0.12282443667359644
2018-04-20,0.00018569824299754928,0.00033213490689808526,0.0014476011126351592,-1,260.239672768218,-0.00015003188177520332,-0.016822923873407114,0.00015003188177520332,0.1229928961367337
2018-04-23,0.00012734395777614936,0.00036141230976259576,0.00164708292496354,-1,260.2006285204,-0.013467381925948207,-0.030063745058441005,0.013467381925948207,0.13811667036913367
2018-04-24,0.00018367647871551086,0.00036141230976259576,0.0016356868371174126,-1,256.696407278744,0.002471670849495178,-0.027666381891233383,-0.002471670849495178,0.1353036205716578
2018-04-25,0.0001542895943646935,0.0008026366333199927,0.0012198040782794718,-1,257.330876305785,0.010165762621856755,-0.017781869140288564,-0.010165762621856755,0.12376239346119178
2018-04-26,0.00012492536162090332,0.001070562093676709,0.0009803449155688768,1.0,259.946840909584,0.000938755585596418,-0.016859806383669906,0.000938755585596418,0.12481733168493658
2018-04-27,0.00010257427785208148,0.001070562093676709,0.000607508558922326,1.0,260.190867458446,-0.007690576230491852,-0.024420720987936795,-0.007690576230491852,0.11616683825023522
2018-04-30,0.00017198034474267813,0.001076021607326357,0.001173698299083837,-1,258.18984975777903,0.0017768704396798896,-0.02268724300549607,-0.0017768704396798896,0.11418355438959749
2018-05-01,0.00018156260979828058,0.0010322776320143348,0.0010862103484597927,-1,258.648619669639,-0.006717488112309211,-0.029252329832614832,0.006717488112309211,0.12166806917114026
2018-05-02,7.549558704917734e-05,0.0010322776320143348,0.0015449760273235538,-1,256.911150641743,-0.002203647416415655,-0.031391515427970695,0.002203647416415655,0.12413983011384522
2018-05-03,5.5187589189585614e-05,0.0010322776320143348,0.0017036408252451168,-1,256.34500904838296,0.012946462569492168,-0.018851461937966385,-0.012946462569492168,0.10958619588040097
2018-05-04,0.00015145622838832868,0.0007929267372456014,7.826036188594154e-05,0,259.663770112904,0.0033832042703572096,-0.015532036014140216,0.0,0.10958619588040097
2018-05-07,0.00017445789404044613,0.00035812141316747667,0.00011073426741262723,0.75,260.542265688807,0.0,-0.015532036014140216,0.0,0.10958619588040097
2018-05-08,0.00022268772969147888,0.00041316812349918885,0.0007176019795857504,1.0,260.542265688807,0.009665817473399674,-0.006016348365843527,0.009665817473399674,0.12031125352078487
2018-05-09,9.699572799206038e-05,9.349731464928439e-05,-9.25160706930956e-05,0,263.060619673061,0.00935064935064811,0.0032780442208641958,0.0,0.12031125352078487
2018-05-10,-1.1955901152184251e-05,-8.127854403577035e-06,-0.0002094312539785847,0,265.520407285588,0.003051246231897231,0.006339292572838273,0.0,0.12031125352078487
2018-05-11,6.51775402130544e-06,-0.00015197366233584016,-0.000265582847241855,0,266.33057542781,0.00047645226314751987,0.006818765206278776,0.0,0.12031125352078487
2018-05-14,1.4797344355005222e-05,-0.00015197366233584016,0.0004795950789593324,1.0,266.457469233218,-0.006886951425012611,-0.00011514672348800215,-0.006886951425012611,0.11259572433689224
2018-05-15,4.192563683206111e-05,-0.00015197366233584016,0.0012097020249355302,0,264.622389585777,0.0042050903725563415,0.004089459446690036,0.0,0.11259572433689224
2018-05-16,2.535990419372652e-05,-0.00015197366233584016,0.0001532562760643899,1.0,265.735150648587,-0.0008448427857776775,0.0032411617106011814,-0.0008448427857776775,0.1116557558656992
2018-05-17,-2.1596168207801283e-05,-0.00015197366233584016,0.0013088454209036352,0,265.510646223634,-0.0024999080916137117,0.0007331510126009633,-0.0,0.1116557558656992
2018-05-18,-1.4949485582520796e-05,-2.90874889570974e-05,0.0014391192760441862,0,264.84689401072995,0.00751851988353458,0.008257183106601396,0.0,0.1116557558656992
2018-05-21,-7.309610183338648e-05,-5.716328558873256e-05,-0.0002822838171149561,0,266.838150649442,-0.002780114862640626,0.00545411232648263,-0.0,0.1116557558656992
2018-05-22,4.443345786580014e-05,0.0003154256775118611,0.0005941908310364739,1.0,266.09630994090196,0.002751183008695701,0.008220300596338381,0.002751183008695701,0.11471412429275563
2018-05-23,1.5081341216223357e-05,4.101012624546718e-05,-6.923602357345556e-05,0,266.828389587488,-0.002048580626282215,0.006154880021512321,-0.0,0.11471412429275563
2018-05-24,3.214318448450609e-05,4.101012624546718e-05,0.0007471116981408261,1.0,266.281770118037,-0.002382697947211132,0.0037575168543086956,-0.002382697947211132,0.11205809723707594
2018-05-25,-9.233156157219285e-05,0.00026147740373150914,0.0015275298973167876,-1,265.647301090997,-0.011501010472169115,-0.00778670885855115,0.011501010472169115,0.12484788905906008
2018-05-29,1.281373443886328e-05,0.00026147740373150914,0.001640213348813852,-1,262.592088699246,0.013344732733625575,0.005454112326482408,-0.013344732733625575,0.10983709461358404
2018-05-30,0.00025241057538692593,0.00011439785163139676,0.0003000317268362491,1.0,266.09630994090196,-0.006125967499357565,-0.0007052668877249868,-0.006125967499357565,0.10303826864239984
2018-05-31,0.0002370684689948868,0.00044611127893636143,0.0013313532191869145,-1,264.466212594505,0.009817671809256634,0.009105480842690028,-0.009817671809256634,0.09220900092781803
2018-06-01,0.000252522751509117,0.00015216263634203658,6.2935458478241046e-06,0,267.06265507439497,0.004751461988305783,0.01390020717710505,0.0,0.09220900092781803
2018-06-04,0.00024754611672458656,0.00015216263634203658,-7.813480241258692e-05,0,268.331593128477,0.0007275372862840523,0.014637857382397534,0.0,0.09220900092781803
2018-06-05,0.00019546571355723752,0.00015216263634203658,0.0005526214420520432,1.0,268.526814367566,0.008360596146856247,0.023120834743283192,0.008360596146856247,0.10134051929253696
2018-06-06,0.000174808372800029,-3.692062828238141e-05,-8.330433191869414e-05,0,270.771858617095,-0.00010814708002726547,0.023010187212490596,-0.0,0.10134051929253696
2018-06-07,0.00025253337373416036,-3.692062828238141e-05,0.000568324907399846,1.0,270.742575431232,0.0029563399069838514,0.026034553054197884,0.0029563399069838514,0.10459645622089986
2018-06-08,0.00021667299971773297,-3.692062828238141e-05,0.00026206507154866187,1.0,271.54298251149896,0.0013300262410564923,0.0273992059339907,0.0013300262410564923,0.10606559849345176
2018-06-11,0.00018492116011079057,-3.692062828238141e-05,0.0004511360458548741,1.0,271.904141803814,0.001292360712234153,0.02872697630352028,0.001292360712234153,0.10749503421809847
2018-06-12,0.00022991785220821963,9.096513456803747e-05,0.0006634045475220706,1.0,272.255540034175,-0.003190879105119171,0.02544443288996101,-0.003190879105119171,0.10396115145438878
2018-06-13,0.00015597120259482574,0.000355600558701768,0.0008295805015792088,1.0,271.386805520227,0.0025177139157639417,0.02802620860849081,0.0025177139157639417,0.10674060980786826
2018-06-14,0.00022523798216793933,8.838036981498386e-05,-8.714832581634381e-05,0,272.07007985704,-0.0012700462813461932,0.026720567745121215,-0.0,0.10674060980786826
2018-06-15,0.0002753096318590245,0.000355600558701768,0.0009763805286056899,1.0,271.724538263852,-0.0020567964493192203,0.024608812526940138,-0.0020567964493192203,0.10446426965129807
2018-06-18,0.00024085754256426072,0.000355600558701768,0.001214715104443607,-1,271.165656198358,-0.003832803008389729,0.02068168878786425,0.003832803008389729,0.10869746362667643
2018-06-19,0.0002619752099347813,0.0005562702966884723,0.0017246286093902995,-1,270.126331655509,0.0017059891107087388,0.022422960634436162,-0.0017059891107087388,0.10680603782665887
2018-06-20,0.00041850215123919127,0.0007454925245506396,0.0013135961585881112,-1,270.587164235829,-0.006268797333045861,0.016013598305566257,0.006268797333045861,0.11374438056478553
2018-06-21,0.00030156000271443613,0.0009019805150924493,0.0015415076616689628,-1,268.890908142311,0.0018232205367558763,0.017866015163620297,-0.0018232205367558763,0.11171377893744339
2018-06-22,0.00024452599876305305,0.0010183703962031707,0.0010623602638006517,-1,269.381155568183,-0.013612870350148798,0.004009937065375446,0.013612870350148798,0.12684739447659288
2018-06-25,0.00033953242713886646,0.0011375376841221295,0.0016828106023347325,-1,265.71410482266003,0.0022140221402233706,0.006232837295042426,-0.0022140221402233706,0.1243525293965686
2018-06-26,0.000400490918557531,0.0011375376841221295,0.0007585719394476332,1.0,266.30240173370703,-0.008284241531666847,-0.002103038566204085,-0.008284241531666847,0.11503812147630699
2018-06-27,0.00045122628023293836,0.0011869782111943814,0.0016880905292666472,-1,264.096288317282,0.005717467978466839,0.0036024053566030556,-0.005717467978466839,0.10866292672199629
2018-06-28,0.00042428097293535107,0.0009094661016241425,0.0004656800456587758,1.0,265.606250388968,0.001439698770721476,0.005047290505888036,0.001439698770721476,0.11025906737474234
2018-06-29,0.00045150263795160317,0.0006379228350186811,0.0005192737305897291,1.0,265.98864338114896,0.0021380123857248634,0.007196094061228786,0.0021380123857248634,0.11263281501215294
2018-07-02,0.0004067968857265427,0.0004914768881242524,0.00027595206970875455,0.75,266.55733039516,-0.003531229309202022,0.0036394536937660593,-0.0026484219819015165,0.10968609380708982
2018-07-03,0.0003620641567008744,0.0003698160576837651,0.00026967539574950227,0.75,265.616055337486,0.008157991878920079,0.011827136206363553,0.006118493909190059,0.11647570141316144
2018-07-05,0.00040730492525401397,0.0002718137327291284,0.00022250024887213795,0.75,267.78294895984,0.008458130423639076,0.02038530209057421,0.006343597817729307,0.12355817423619375
2018-07-06,0.00043592923611941015,0.0002450878223108201,-0.00018888413856647487,0,270.047892067369,0.009004429598433727,0.029573289706525285,0.0,0.12355817423619375
2018-07-09,0.00039171408116072195,0.00020494283314235364,0.00018938541741256933,0.75,272.479519299695,0.0035984166966529507,0.033278123422633143,0.002698812522489713,0.1265904471065682
2018-07-10,0.0004671995834127206,3.113847281217721e-05,-0.00012510847178821494,0,273.460014151439,-0.007314449623520791,0.025720262641772296,-0.0,0.1265904471065682
2018-07-11,0.0005446972139821901,3.113847281217721e-05,0.0008503194752535302,1.0,271.459804653881,0.009065953911725266,0.03501939526920528,0.009065953911725266,0.1368040641774264
2018-07-12,0.0005399097028381596,3.113847281217721e-05,0.0002134550620225527,0.75,273.920846731759,0.0007874861295031899,0.035834458686746506,0.0005906145971273924,0.1374754772518032
2018-07-13,0.00050132502719526,3.113847281217721e-05,0.00028095955358739137,0.75,274.136555599142,-0.0008941664580276454,0.0349082502577196,-0.000670624843520734,0.13671265793786258
2018-07-16,0.0005455415382550542,3.113847281217721e-05,0.0008660902407037172,1.0,273.891431886206,0.004045249516718252,0.0390947123569223,0.004045249516718252,0.14131094426803315
2018-07-17,0.0004022113739123377,0.00020042023971756102,0.00021424161483427886,0.75,274.99939106867697,0.002103611794487703,0.041280564249426055,0.0015777088458657773,0.14311160064068829
2018-07-18,0.000484469418461981,0.0002128483384284158,0.00042009960357215764,0.75,275.577883031206,-0.003771436703907338,0.03735344051035039,-0.0028285775279305037,0.1398782208551994
2018-07-19,0.0004658725897668488,0.0002466005842108351,0.0006271965413412001,1.0,274.538558488357,-0.001142857142856779,0.036167893721196,-0.001142857142856779,0.13857550288850806
2018-07-20,0.00042031280342637626,0.0002466005842108351,0.0008595551170371998,1.0,274.224800135799,0.0018592677345539155,0.03809440725357249,0.0018592677345539155,0.14069241958438217
2018-07-23,0.0003734307669779234,0.0003495295785797745,0.0006586906952251304,1.0,274.734657458706,0.005032119914345934,0.04331822279328423,0.005032119914345934,0.14643252062511625
2018-07-24,0.00035332862139469105,0.0004080718884023275,0.0003980441732324973,1.0,276.117155199665,0.008522424629807679,0.052209823711944825,0.008522424629807679,0.15620290537530424
2018-07-25,0.00035526219915749216,0.0004080718884023275,0.00042945174375732414,1.0,278.47034284385103,-0.0023590718636649077,0.04972758512215414,-0.0023590718636649077,0.15347533963254567
2018-07-26,0.0003559484906311159,0.0004237756736647409,0.00043371349661244617,1.0,277.813411293183,-0.006776311145620939,0.04261430438722513,-0.006776311145620939,0.1456590318323947
2018-07-27,0.0003836672623773455,0.0004305826201848851,0.0008945213598184986,1.0,275.930861177834,-0.0052235093454626735,0.03716819882454536,-0.0052235093454626735,0.13967467117290444
2018-07-30,0.00035087069728842137,0.0004305826201848851,0.0011032249058087246,-1,274.48953374577,0.004929451687801567,0.0422808693527752,-0.004929451687801567,0.13405669994154645
2018-07-31,0.00034377766830108366,0.0004305826201848851,0.0010469597379721776,-1,275.84261664117696,-0.0016706359080091993,0.040539597506203506,0.0016706359080091993,0.13595129578618725
2018-08-01,0.0004440497987704121,0.0004305826201848851,0.0007461558837865071,1.0,275.381784060857,0.005447553941467342,0.04620799309185131,0.005447553941467342,0.1421394517448622
2018-08-02,0.00044504310266858127,0.0005798936306181147,0.0007280737646237833,1.0,276.881941184026,0.0042848542795408395,0.05069084188834072,0.0042848542795408395,0.14703335286250363
2018-08-03,0.0004436403799854414,0.0007181779074250444,0.0007102820502263053,1.0,278.068339954636,0.003667136812412375,0.05454386895309393,0.003667136812412375,0.1512396810958505
2018-08-06,0.000412604640392591,0.0007181779074250444,0.0005410172873324193,1.0,279.08805460045,0.0033024170882536286,0.05802641264623776,0.0033024170882536286,0.15504155469137704
2018-08-07,0.0004005755113354874,0.0006246496687793623,0.0004287967307271724,1.0,280.00971976108997,-0.0004201974928240704,0.05758183260030214,-0.0004201974928240704,0.154556209125988
