,raw_sSPY,raw_s_meanSPY,raw_volatilitySPY,raw_scoreSPY,sSPY,s_meanSPY,s_volatilitySPY,s_scoreSPY,s_volumeSPY,sv_meanSPY,sv_volatilitySPY,sv_scoreSPY,s_dispersionSPY,s_buzzSPY,s_deltaSPY,next_Return,today_Return,classret
2016-09-06,8.488,9.822000000000001,10.017000000000001,-0.133,5.206,5.791,5.119,-0.114,374.0,468.60900000000004,216.61,-0.43700000000000006,0.484,1.13,2.666999999999999,-9.132995521824712e-05,0.0030224115726175354,0
2016-09-07,31.614,10.95,11.125,1.857,19.957,6.55,6.018,2.228,527.0,456.131,214.07299999999998,0.331,0.431,0.672,23.126,-0.0022830008283429015,-9.132995521824712e-05,-1
2016-09-08,21.983,10.592,10.474,1.088,10.616,6.189,5.364,0.825,575.0,460.769,216.111,0.529,0.364,1.307,-9.631,-0.02393481359971351,-0.0022830008283429015,-2
2016-09-09,2.8480000000000003,10.845999999999998,11.312000000000001,-0.7070000000000001,-2.8789999999999996,6.149,6.221,-1.4509999999999998,673.0,468.37699999999995,218.53799999999998,0.9359999999999999,0.379,1.706,-19.135,0.014347322835458103,-0.02393481359971351,1
2016-09-12,1.797,7.821000000000001,13.644,-0.442,2.9739999999999998,4.794,7.285,-0.25,598.0,511.602,269.137,0.321,0.46,1.8090000000000002,-1.0510000000000004,-0.014375520280586663,0.014347322835458103,-1
2016-09-13,-1.188,6.059,13.082,-0.5539999999999999,-5.044,3.455,7.462000000000001,-1.139,1080.0,530.811,300.796,1.8259999999999998,0.345,2.0780000000000003,-2.985,-0.00037519111522886647,-0.014375520280586663,0
2016-09-14,-6.5,6.381,13.284,-0.97,-4.52,3.656,7.374,-1.109,908.0,537.8340000000001,304.869,1.214,0.37200000000000005,1.595,-5.312,0.009992986441274828,-0.00037519111522886647,1
2016-09-15,-7.403,5.205,13.629000000000001,-0.925,-0.397,3.29,7.273,-0.507,835.0,555.328,320.264,0.873,0.45399999999999996,1.5859999999999999,-0.9029999999999996,-0.0038458472865370683,0.009992986441274828,-1
2016-09-16,10.269,5.497000000000001,14.265,0.335,4.178999999999999,3.187,7.7139999999999995,0.129,759.0,552.5169999999999,314.402,0.657,0.369,1.4180000000000001,17.672,0.00018750996362038705,-0.0038458472865370683,0
2016-09-19,12.493,5.313,14.44,0.49700000000000005,6.917999999999999,3.13,7.775,0.48700000000000004,392.0,556.311,313.42,-0.524,0.47200000000000003,1.306,2.224,4.6830044575679476e-05,0.00018750996362038705,0
2016-09-20,1.776,4.67,14.295,-0.20199999999999999,0.433,2.697,7.67,-0.295,602.0,554.07,317.58099999999996,0.151,0.37,0.7040000000000001,-10.717,0.011245473819187403,4.6830044575679476e-05,1
2016-09-21,5.202000000000001,4.745,14.227,0.032,3.89,2.778,7.627999999999999,0.146,616.0,553.823,317.453,0.196,0.401,1.083,3.426000000000001,0.006301482512692453,0.011245473819187403,1
2016-09-22,50.573,7.569,17.437,2.4659999999999997,30.581999999999997,4.337,9.873,2.658,1030.0,574.464,335.231,1.359,0.401,1.818,45.371,-0.005479270827676138,0.006301482512692453,-1
2016-09-23,26.017,7.535,16.611,1.113,12.380999999999998,4.113,8.941,0.925,541.0,571.92,326.063,-0.095,0.379,0.56,-24.556,-0.00810222676739495,-0.005479270827676138,-1
2016-09-26,6.315,7.896,17.301,-0.091,4.131,4.277,9.252,-0.016,403.0,597.172,307.736,-0.631,0.41700000000000004,1.133,-19.701999999999998,0.006208000228529917,-0.00810222676739495,1
2016-09-27,-1.329,6.653,16.936,-0.47100000000000003,-0.02,3.5639999999999996,8.964,-0.4,619.0,594.474,313.507,0.078,0.396,0.654,-7.644,0.004963547642320304,0.006208000228529917,1
2016-09-28,21.069000000000003,6.362,16.297,0.902,12.181,3.408,8.627,1.0170000000000001,571.0,597.284,313.486,-0.084,0.475,0.695,22.398000000000003,-0.009047295093456894,0.004963547642320304,-1
2016-09-29,17.38,6.975,16.268,0.64,9.566,3.795,8.692,0.664,584.0,597.1419999999999,308.664,-0.043,0.349,0.705,-3.6890000000000036,0.007546161975138248,-0.009047295093456894,1
2016-09-30,-9.347000000000001,7.452999999999999,15.072000000000001,-1.115,-1.3359999999999999,4.253,7.9110000000000005,-0.706,888.0,586.76,280.432,1.074,0.33899999999999997,1.92,-26.727,-0.002404086882977072,0.007546161975138248,-1
2016-10-03,6.439,8.691,15.155,-0.149,4.963,4.956,7.966,0.001,393.0,553.905,261.112,-0.616,0.40700000000000003,1.203,15.786000000000001,-0.005097812610516087,-0.002404086882977072,-1
2016-10-04,7.372999999999999,9.431000000000001,14.556,-0.141,5.407,5.306,7.712999999999999,0.013000000000000001,611.0,528.32,241.18400000000003,0.34299999999999997,0.376,0.8390000000000001,0.9339999999999993,0.004425247023365352,-0.005097812610516087,1
2016-10-05,14.655999999999999,10.974,13.102,0.281,7.972,6.105,6.925,0.26899999999999996,709.0,525.352,239.576,0.767,0.35700000000000004,1.354,7.2829999999999995,0.00069560820165079,0.004425247023365352,0
2016-10-06,15.555,10.942,13.050999999999998,0.353,8.953,6.19,6.943,0.39799999999999996,555.0,515.121,232.778,0.171,0.41100000000000003,0.677,0.8990000000000009,-0.003429446674526295,0.00069560820165079,-1
2016-10-07,-8.619,10.132,13.686,-1.37,-9.186,5.471,7.71,-1.901,603.0,518.122,231.639,0.366,0.395,1.31,-24.174,0.005208384656149302,-0.003429446674526295,1
2016-10-10,15.044,10.696,13.175999999999998,0.33,11.925,6.202999999999999,7.14,0.8009999999999999,347.0,512.693,232.065,-0.7140000000000001,0.47600000000000003,0.809,23.663,-0.012629584333277197,0.005208384656149302,-1
2016-10-11,8.815,10.423,12.876,-0.125,1.255,5.688,6.936,-0.639,702.0,510.86300000000006,237.025,0.8059999999999999,0.35600000000000004,1.614,-6.229000000000001,0.001311971181108523,-0.012629584333277197,1
2016-10-12,-4.657,8.628,11.69,-1.136,-0.256,4.908,5.992999999999999,-0.862,856.0,504.153,231.31599999999997,1.521,0.368,1.736,-13.472,-0.003275522797585923,0.001311971181108523,-1
2016-10-13,-17.299,5.609,11.695,-1.959,-16.215,2.8810000000000002,7.191,-2.655,879.0,522.639,255.387,1.395,0.353,1.9469999999999998,-12.642,0.0005164076925165529,-0.003275522797585923,0
2016-10-14,-4.141,5.502999999999999,10.987,-0.878,-1.204,2.966,6.256,-0.667,709.0,526.503,247.622,0.737,0.405,1.472,13.158,-0.003472175381762657,0.0005164076925165529,-1
2016-10-17,3.9989999999999997,4.348,11.745999999999999,-0.03,3.265,2.344,6.571000000000001,0.14,370.0,530.607,246.47099999999998,-0.652,0.46,1.182,8.14,0.0062623691905469995,-0.003472175381762657,1
2016-10-18,5.0760000000000005,3.583,11.094000000000001,0.135,7.475,2.113,6.186,0.867,564.0,526.169,250.343,0.151,0.429,0.82,1.0770000000000008,0.002667128264141019,0.0062623691905469995,1
2016-10-19,6.497999999999999,3.037,10.72,0.32299999999999995,5.096,1.774,5.827000000000001,0.57,552.0,521.905,248.81599999999997,0.121,0.433,0.7979999999999999,1.4219999999999988,-0.0018666884537350077,0.002667128264141019,-1
2016-10-20,6.664,4.129,9.947000000000001,0.255,2.542,2.316,5.377999999999999,0.042,593.0,511.94699999999995,241.18,0.336,0.502,0.816,0.16600000000000037,0.0004675098076589841,-0.0018666884537350077,0
2016-10-21,-0.672,3.135,9.141,-0.41600000000000004,0.315,1.973,5.1370000000000005,-0.32299999999999995,546.0,508.409,237.22099999999998,0.158,0.48700000000000004,1.423,-7.335999999999999,0.004252747999865393,0.0004675098076589841,1
2016-10-24,11.825,3.261,9.369,0.914,9.187000000000001,2.146,5.392,1.306,370.0,502.925,234.611,-0.5670000000000001,0.43799999999999994,1.237,12.497,-0.0033505561140586217,0.004252747999865393,-1
2016-10-25,14.694,3.158,9.312999999999999,1.239,6.933,1.943,5.178,0.9640000000000001,542.0,488.139,230.80200000000002,0.233,0.373,0.693,2.8690000000000015,-0.002007718186560096,-0.0033505561140586217,-1
2016-10-26,-5.417999999999999,2.457,9.722999999999999,-0.81,-5.55,1.501,5.6610000000000005,-1.246,550.0,488.341,230.858,0.267,0.473,1.2919999999999998,-20.112000000000002,-0.0026668241165268922,-0.002007718186560096,-1
2016-10-27,2.103,2.5269999999999997,9.747,-0.044000000000000004,-3.09,1.432,5.7170000000000005,-0.7909999999999999,588.0,489.366,231.255,0.42700000000000005,0.452,1.546,7.520999999999999,-0.002955411201906073,-0.0026668241165268922,-1
2016-10-28,4.128,2.9610000000000003,9.907,0.11800000000000001,5.412999999999999,1.956,5.75,0.601,614.0,493.36800000000005,230.315,0.524,0.37799999999999995,1.3330000000000002,2.025,4.70970185816768e-05,-0.002955411201906073,0
2016-10-31,-3.237,0.45299999999999996,9.248,-0.39899999999999997,-1.909,0.585,5.502999999999999,-0.45299999999999996,488.0,510.235,220.29,-0.10099999999999999,0.408,1.5219999999999998,-7.365,-0.00724539157028254,4.70970185816768e-05,-1
2016-11-01,-0.768,1.22,8.641,-0.23,1.045,1.064,5.171,-0.004,675.0,488.853,198.90200000000002,0.9359999999999999,0.36200000000000004,1.483,2.4690000000000003,-0.006018624852347291,-0.00724539157028254,-1
2016-11-02,-19.587,0.45,9.738,-2.0580000000000003,-11.401,0.843,5.551,-2.206,1040.0,507.714,233.19799999999998,2.283,0.434,2.09,-18.819,-0.004577123949241514,-0.006018624852347291,-1
2016-11-03,-8.6,1.0590000000000002,8.715,-1.1079999999999999,-4.484,1.2429999999999999,4.857,-1.179,757.0,505.389,230.451,1.092,0.47600000000000003,1.631,10.987,-0.0011016189342917919,-0.004577123949241514,-1
2016-11-04,-10.612,0.606,9.258,-1.212,-3.165,1.237,4.8469999999999995,-0.9079999999999999,962.0,529.398,253.0,1.71,0.332,2.181,-2.0120000000000005,0.022057017184505746,-0.0011016189342917919,2
2016-11-07,16.625,0.542,10.36,1.5519999999999998,11.427999999999999,1.002,5.675,1.837,604.0,548.669,237.77700000000002,0.233,0.555,1.76,27.237000000000002,0.004503903481226664,0.022057017184505746,1
2016-11-08,27.05,1.284,11.693,2.2030000000000003,12.98,1.202,5.992999999999999,1.965,879.0,560.232,250.872,1.271,0.371,1.808,10.425,0.010602045627938206,0.004503903481226664,1
2016-11-09,20.06,1.885,12.412,1.464,13.151,1.594,6.499,1.778,1451.0,609.058,326.562,2.5780000000000003,0.315,2.517,-6.990000000000002,0.0024955771675853494,0.010602045627938206,1
2016-11-10,45.013000000000005,4.232,15.614,2.612,24.903000000000002,2.747,8.129,2.7260000000000004,1030.0,624.144,317.879,1.2770000000000001,0.35700000000000004,1.6540000000000001,24.953000000000007,-0.002304997255252123,0.0024955771675853494,-1
2016-11-11,19.827,4.959,15.991,0.93,9.826,2.9960000000000004,8.087,0.845,651.0,637.249,317.74,0.043,0.366,0.609,-25.186000000000003,0.0007855004231164292,-0.002304997255252123,0
2016-11-14,13.692,4.928,15.927,0.55,9.754,3.03,8.07,0.833,409.0,649.747,307.724,-0.782,0.418,0.544,-6.135000000000002,0.007802774972114252,0.0007855004231164292,1
2016-11-15,9.474,5.3839999999999995,15.655,0.261,7.284,3.3819999999999997,7.754,0.503,577.0,647.362,311.11,-0.226,0.345,0.45799999999999996,-4.218,-0.001878339755715868,0.007802774972114252,-1
2016-11-16,21.258000000000003,6.185,16.057000000000002,0.9390000000000001,9.881,3.595,7.851,0.8009999999999999,702.0,654.568,310.705,0.153,0.385,0.746,11.784000000000002,0.0051407262390594545,-0.001878339755715868,1
2016-11-17,12.392999999999999,7.284,15.6,0.327,7.931,4.087,7.665,0.502,631.0,652.898,310.618,-0.07,0.32299999999999995,0.6559999999999999,-8.865000000000004,-0.002237567874391152,0.0051407262390594545,-1
2016-11-18,7.329,7.917999999999999,15.289000000000001,-0.039,5.513,4.423,7.45,0.146,701.0,655.038,309.327,0.149,0.321,0.787,-5.063999999999999,0.007551459954233493,-0.002237567874391152,1
2016-11-21,20.413,9.985,15.16,0.688,13.834000000000001,5.591,7.546,1.092,386.0,647.156,306.402,-0.852,0.505,0.524,13.084,0.001953250110014653,0.007551459954233493,1
2016-11-22,45.621,12.705,16.28,2.022,25.424,6.912999999999999,8.308,2.228,690.0,625.857,295.265,0.217,0.349,0.695,25.208000000000002,0.000543997637648486,0.001953250110014653,0
2016-11-23,26.16,14.669,15.149000000000001,0.759,14.822000000000001,7.8229999999999995,7.711,0.9079999999999999,555.0,613.715,292.803,-0.201,0.373,0.547,-19.461000000000002,0.0037154826060064533,0.000543997637648486,1
2016-11-25,15.842,17.235,12.267999999999999,-0.114,11.718,9.15,6.231,0.41200000000000003,301.0,573.52,294.468,-0.925,0.319,0.591,-10.318,-0.0046948717100933025,0.0037154826060064533,-1
2016-11-28,9.972999999999999,16.505,11.914000000000001,-0.5479999999999999,7.362,8.734,6.025,-0.228,444.0,532.121,287.013,-0.307,0.39399999999999996,0.701,-5.8690000000000015,0.001950326595616521,-0.0046948717100933025,1
2016-11-29,15.218,16.204,11.897,-0.083,10.145,8.559,6.077000000000001,0.261,721.0,499.798,238.237,0.9279999999999999,0.375,1.4769999999999999,5.245000000000001,-0.002399162511449347,0.001950326595616521,-1
2016-11-30,23.886,15.214,9.99,0.868,15.515999999999998,8.064,5.229,1.425,653.0,479.504,200.52200000000002,0.865,0.397,1.7,8.668,-0.0036754604847204194,-0.002399162511449347,-1
2016-12-01,3.509,14.119000000000002,10.03,-1.058,0.423,7.308,5.199,-1.324,722.0,479.319,199.51,1.216,0.392,1.8259999999999998,-20.377,0.0005009154096366087,-0.0036754604847204194,0
2016-12-02,-12.737,13.147,11.617,-2.228,-5.803,6.83,5.891,-2.144,667.0,488.19800000000004,202.577,0.883,0.33899999999999997,1.253,-16.246,0.006008772041432888,0.0005009154096366087,1
2016-12-05,13.03,12.825999999999999,11.98,0.017,10.436,6.707000000000001,6.327000000000001,0.589,359.0,480.783,203.64700000000002,-0.598,0.44299999999999995,0.809,25.767,0.003167407239817389,0.006008772041432888,1
2016-12-06,10.142000000000001,12.029000000000002,11.902000000000001,-0.159,5.307,6.261,6.275,-0.152,505.0,468.49699999999996,201.416,0.18100000000000002,0.382,0.664,-2.887999999999998,0.013080780510793,0.003167407239817389,1
2016-12-07,20.969,12.806,12.091,0.675,12.759,6.724,6.441,0.937,565.0,467.11,199.65400000000002,0.49,0.358,1.236,10.827,0.002448744369132465,0.013080780510793,1
2016-12-08,38.003,14.087,13.312999999999999,1.796,20.531,7.303,7.082000000000001,1.868,838.0,474.972,211.74099999999999,1.714,0.369,1.906,17.034,0.006040422101897499,0.002448744369132465,1
2016-12-09,25.191,14.69,13.585999999999999,0.773,14.703,7.6370000000000005,7.222,0.978,646.0,480.648,212.06599999999997,0.78,0.364,1.263,-12.812000000000001,-0.001147830143214533,0.006040422101897499,-1
2016-12-12,12.689,13.855,11.613,-0.1,8.793,7.221,6.0920000000000005,0.258,406.0,477.214,200.43400000000003,-0.355,0.414,1.305,-12.501999999999999,0.006674011049727044,-0.001147830143214533,1
2016-12-13,15.485999999999999,13.263,11.198,0.19899999999999998,12.562999999999999,7.127000000000001,6.023,0.903,655.0,480.81800000000004,205.334,0.848,0.348,1.6840000000000002,2.796999999999999,-0.008254259050189368,0.006674011049727044,-1
2016-12-14,23.781,13.85,11.465,0.866,10.667,7.325,5.9910000000000005,0.5579999999999999,693.0,491.028,208.976,0.966,0.319,1.76,8.295,0.004117199306771151,-0.008254259050189368,1
2016-12-15,-1.0070000000000001,13.343,12.214,-1.175,1.2,7.147,6.308,-0.943,862.0,523.346,218.90400000000002,1.547,0.325,1.795,-24.788,-0.0019446894047416535,0.004117199306771151,-1
2016-12-16,12.908,12.925999999999998,12.363,-0.002,8.377,6.976,6.481,0.21600000000000003,690.0,540.757,214.449,0.696,0.297,1.4869999999999999,13.915,0.0021774174157593437,-0.0019446894047416535,1
2016-12-19,5.939,12.499,12.458,-0.527,3.3480000000000003,6.827999999999999,6.5329999999999995,-0.5329999999999999,388.0,531.367,206.562,-0.6940000000000001,0.374,0.7659999999999999,-6.968999999999999,0.0038575577699507973,0.0021774174157593437,1
2016-12-20,10.665,11.901,12.235,-0.10099999999999999,9.963,6.695,6.466,0.505,532.0,521.539,207.24599999999998,0.05,0.37,0.7390000000000001,4.725999999999999,-0.002782641416497989,0.0038575577699507973,-1
2016-12-21,9.788,11.696,12.238,-0.156,5.405,6.497000000000001,6.376,-0.171,517.0,511.097,202.24599999999998,0.028999999999999998,0.348,1.1840000000000002,-0.8769999999999989,-0.0017274172524743973,-0.002782641416497989,-1
2016-12-22,-5.7860000000000005,12.359000000000002,11.488,-1.579,-2.872,6.81,5.917000000000001,-1.636,529.0,503.67,197.183,0.128,0.342,1.213,-15.574000000000002,0.0014642026474356298,-0.0017274172524743973,1
2016-12-23,5.87,12.589,11.254000000000001,-0.597,5.09,7.025,5.752999999999999,-0.336,464.0,504.977,195.957,-0.209,0.39,0.657,11.656,0.0024810463986223033,0.0014642026474356298,1
2016-12-27,3.717,11.377,11.18,-0.685,3.97,6.5329999999999995,5.704,-0.449,250.0,462.085,229.735,-0.9229999999999999,0.48,0.6659999999999999,-2.153,-0.008264506858805242,0.0024810463986223033,-1
2016-12-28,14.297,10.14,9.275,0.44799999999999995,6.851,5.807,4.793,0.218,501.0,444.49300000000005,217.826,0.259,0.315,1.433,10.58,-0.00022276292930939844,-0.008264506858805242,0
2016-12-29,-9.399,8.434,9.656,-1.847,-4.776,4.921,5.033,-1.9269999999999998,546.0,437.965,213.5,0.506,0.363,1.446,-23.695999999999998,-0.0036550344464889805,-0.00022276292930939844,-1
2016-12-30,3.33,7.392,8.601,-0.47200000000000003,4.223,4.553999999999999,4.5169999999999995,-0.073,507.0,439.64,213.86599999999999,0.315,0.373,1.147,12.729,0.007650006744734337,-0.0036550344464889805,1
2017-01-03,7.247999999999999,4.7139999999999995,6.718,0.377,4.06,3.0060000000000002,3.549,0.297,351.0,395.26599999999996,212.343,-0.20800000000000002,0.45899999999999996,1.045,3.9179999999999993,0.005949196280651775,0.007650006744734337,1
2017-01-04,7.7860000000000005,5.212999999999999,6.319,0.40700000000000003,7.38,3.3489999999999998,3.4530000000000003,1.167,529.0,375.93,190.49200000000002,0.804,0.37799999999999995,1.36,0.5380000000000011,-0.0007944566970230884,0.005949196280651775,0
2017-01-05,25.913,5.7,7.68,2.6319999999999997,13.610999999999999,3.38,3.888,2.6310000000000002,576.0,372.49300000000005,184.50799999999998,1.103,0.354,1.432,18.127,0.0035777960312130676,-0.0007944566970230884,1
2017-01-06,8.817,5.846,8.186,0.363,6.837000000000001,3.534,4.1739999999999995,0.7909999999999999,511.0,372.89599999999996,183.72099999999998,0.752,0.368,1.2770000000000001,-17.096,-0.0033009109497517323,0.0035777960312130676,-1
2017-01-09,14.05,6.627999999999999,9.062999999999999,0.8190000000000001,9.581,3.929,4.649,1.216,285.0,367.594,184.658,-0.447,0.484,0.611,5.2330000000000005,0.0,-0.0033009109497517323,0
2017-01-10,15.517999999999999,6.52,8.907,1.01,11.122,4.0089999999999995,4.724,1.506,480.0,362.42,184.59,0.637,0.375,1.173,1.4679999999999982,0.0028261016524635326,0.0,1
2017-01-11,14.492,7.457000000000001,8.716000000000001,0.807,7.047999999999999,4.396,4.434,0.598,522.0,361.76,184.292,0.8690000000000001,0.354,1.47,-1.025999999999998,-0.0025099382868365347,0.0028261016524635326,-1
2017-01-12,5.41,7.531000000000001,8.824,-0.24,0.902,4.208,4.526,-0.73,696.0,373.656,198.222,1.626,0.316,1.8430000000000002,-9.082,0.0022955193673957403,-0.0025099382868365347,1
2017-01-13,10.419,7.956,8.816,0.27899999999999997,7.356,4.625,4.485,0.609,616.0,386.501,199.511,1.15,0.349,1.784,5.009,-0.003523466150317772,0.0022955193673957403,-1
2017-01-17,0.9209999999999999,7.436,8.599,-0.758,0.306,4.327,4.427,-0.9079999999999999,366.0,400.12300000000005,184.44299999999998,-0.185,0.396,1.278,-9.498000000000001,0.0022099447513794666,-0.003523466150317772,1
2017-01-18,-0.85,7.907,7.974,-1.0979999999999999,0.768,4.629,4.037,-0.956,560.0,395.87199999999996,186.00900000000001,0.882,0.33799999999999997,1.465,-1.771,-0.0037045027563387322,0.0022099447513794666,-1
2017-01-19,0.324,7.7989999999999995,8.091000000000001,-0.924,-0.871,4.395,4.237,-1.2429999999999999,490.0,397.074,187.312,0.496,0.341,1.3880000000000001,1.174,0.0036740338422558555,-0.0037045027563387322,1
2017-01-20,-8.958,7.314,8.838,-1.841,-0.637,4.348,4.3,-1.159,624.0,405.07199999999995,192.452,1.138,0.369,1.865,-9.282,-0.002602147777143099,0.0036740338422558555,-1
2017-01-23,11.729000000000001,7.6370000000000005,9.183,0.446,6.667999999999999,4.46,4.581,0.48200000000000004,393.0,428.861,178.00799999999998,-0.201,0.46299999999999997,1.439,20.687,0.006411726900158611,-0.002602147777143099,1
2017-01-24,4.552,7.393,9.052999999999999,-0.314,4.467,4.3919999999999995,4.502,0.017,623.0,427.43800000000005,184.185,1.062,0.32299999999999995,1.636,-7.177000000000001,0.008655540193614525,0.006411726900158611,1
2017-01-25,43.74100000000001,8.104,11.505,3.0980000000000003,25.761999999999997,4.766,6.377000000000001,3.292,807.0,441.16,202.89700000000002,1.8030000000000002,0.33799999999999997,2.089,39.18900000000001,-0.001045454513577424,0.008655540193614525,-1
2017-01-26,22.951999999999998,8.822000000000001,11.797,1.198,12.561,5.03,6.189,1.217,623.0,443.56699999999995,200.607,0.894,0.41100000000000003,1.567,-20.78900000000001,-0.0015697946054161068,-0.001045454513577424,-1
2017-01-27,5.79,8.39,11.927,-0.218,2.625,4.797,6.314,-0.344,472.0,445.721,202.613,0.13,0.371,0.7559999999999999,-17.162,-0.006201677048517519,-0.0015697946054161068,-1
2017-01-30,-6.273,7.056,12.155999999999999,-1.097,-4.258,3.971,6.4510000000000005,-1.276,461.0,455.029,195.954,0.03,0.43799999999999994,1.673,-12.062999999999999,-8.791034821458213e-05,-0.006201677048517519,0
2017-01-31,-1.103,6.357,11.902999999999999,-0.627,-0.84,3.737,6.267,-0.73,663.0,454.356,203.89,1.023,0.379,1.584,5.17,0.00039553465651094084,-8.791034821458213e-05,0
2017-02-01,5.484,6.132000000000001,11.935,-0.054000000000000006,3.9419999999999997,3.7880000000000003,6.2170000000000005,0.025,606.0,455.199,205.43200000000002,0.7340000000000001,0.38,1.209,6.587,0.0006590326126656017,0.00039553465651094084,0
2017-02-02,5.69,5.9510000000000005,11.965,-0.022000000000000002,1.8019999999999998,3.5639999999999996,6.229,-0.28300000000000003,522.0,448.968,200.542,0.364,0.354,1.128,0.2060000000000004,0.0068928830505720455,0.0006590326126656017,1
2017-02-03,10.67,5.943,11.974,0.395,7.898,3.673,6.305,0.67,515.0,456.392,200.46200000000002,0.292,0.369,1.2690000000000001,4.9799999999999995,-0.0017877518407247329,0.0068928830505720455,-1
2017-02-06,3.3560000000000003,6.1,12.099,-0.22699999999999998,0.653,3.4560000000000004,6.254,-0.44799999999999995,256.0,467.256,187.90900000000002,-1.124,0.49200000000000005,0.601,-7.314,4.37207893520011e-05,-0.0017877518407247329,0
2017-02-07,8.927999999999999,6.776,11.935,0.18,6.781000000000001,3.911,6.202999999999999,0.46299999999999997,503.0,461.26099999999997,189.267,0.221,0.358,1.11,5.571999999999999,0.0013104000933853615,4.37207893520011e-05,1
2017-02-08,11.623,7.192,11.832,0.375,7.8260000000000005,4.22,6.114,0.59,558.0,464.05199999999996,190.27599999999998,0.494,0.32799999999999996,1.3519999999999999,2.6950000000000003,0.005932651240345137,0.0013104000933853615,1
2017-02-09,11.03,8.347000000000001,10.895999999999999,0.24600000000000002,8.566,4.816,5.801,0.6459999999999999,551.0,462.293,189.387,0.46799999999999997,0.379,1.3869999999999998,-0.593,0.0039461794289792455,0.005932651240345137,1
2017-02-10,31.218000000000004,9.494,12.154000000000002,1.787,17.547,5.218,6.563,1.8780000000000001,567.0,462.82800000000003,188.14,0.5539999999999999,0.38799999999999996,1.5190000000000001,20.188000000000002,0.005442568473125544,0.0039461794289792455,1
2017-02-13,9.14,10.645999999999999,12.665,-0.11900000000000001,6.111000000000001,5.882999999999999,6.597,0.035,358.0,454.667,183.446,-0.527,0.42700000000000005,1.206,-22.078000000000003,0.003995330085570987,0.005442568473125544,1
2017-02-14,22.645,9.698,10.622,1.219,12.684000000000001,5.391,5.477,1.331,644.0,446.096,181.472,1.091,0.349,1.818,13.504999999999999,0.005220372339155103,0.003995330085570987,1
2017-02-15,22.608,9.289,9.949,1.339,12.92,5.141,5.069,1.535,729.0,448.592,184.896,1.517,0.324,2.0180000000000002,-0.036999999999999034,-0.0008513408892468583,0.005220372339155103,0
2017-02-16,16.483,9.906,10.067,0.653,6.082000000000001,5.296,4.955,0.159,697.0,458.82300000000004,192.56400000000002,1.237,0.36200000000000004,1.86,-6.125,0.001576324976241849,-0.0008513408892468583,1
2017-02-17,12.652000000000001,10.784,10.249,0.182,5.8839999999999995,5.82,5.084,0.013000000000000001,604.0,470.087,194.80900000000003,0.687,0.349,1.608,-3.8309999999999995,0.005955204491133961,0.001576324976241849,1
2017-02-21,16.17,12.238,9.211,0.42700000000000005,12.343,6.56,5.01,1.1540000000000001,392.0,440.379,192.90099999999998,-0.251,0.436,1.203,3.5180000000000007,-0.0008880121593322342,0.005955204491133961,0
2017-02-22,24.473000000000003,12.965,9.494,1.212,12.812000000000001,6.891,4.907,1.206,582.0,439.227,196.32299999999998,0.727,0.361,1.4169999999999998,8.303,0.0006771753880063786,-0.0008880121593322342,0
2017-02-23,-2.53,12.690999999999999,10.327,-1.474,-4.3180000000000005,6.6,5.582999999999999,-1.956,532.0,442.38699999999994,198.043,0.452,0.365,1.348,-27.003000000000004,0.001268833519969989,0.0006771753880063786,1
2017-02-24,1.3259999999999998,12.309000000000001,10.242,-1.072,-1.048,6.513,5.4239999999999995,-1.3940000000000001,624.0,451.597,201.308,0.856,0.503,1.6840000000000002,3.856,0.001562879074875366,0.001268833519969989,1
2017-02-27,13.464,12.932,10.456,0.051,9.464,6.91,5.617000000000001,0.455,323.0,455.228,202.773,-0.652,0.46399999999999997,0.662,12.138,-0.002699169150609216,0.001562879074875366,-1
2017-02-28,3.0069999999999997,12.277999999999999,10.703,-0.866,2.004,6.49,5.672000000000001,-0.7909999999999999,482.0,449.42199999999997,204.72799999999998,0.159,0.38,0.5820000000000001,-10.457,0.01399753874065361,-0.002699169150609216,1
2017-03-01,13.77,12.880999999999998,10.225,0.087,12.110999999999999,7.147,5.438,0.9129999999999999,742.0,460.89099999999996,214.635,1.31,0.35,1.949,10.763,-0.0062974184931894085,0.01399753874065361,-1
2017-03-02,18.477999999999998,11.669,8.644,0.7879999999999999,8.323,6.313,4.442,0.452,826.0,467.876,223.732,1.601,0.355,1.818,4.707999999999998,0.0006295127270806626,-0.0062974184931894085,0
2017-03-03,-1.492,10.841,9.308,-1.325,1.198,5.9879999999999995,4.64,-1.032,561.0,476.86400000000003,229.47299999999998,0.36700000000000005,0.488,0.91,-19.97,-0.002977900368911103,0.0006295127270806626,-1
2017-03-06,-1.713,9.482999999999999,9.668,-1.158,-4.007,4.986000000000001,5.19,-1.733,439.0,476.00800000000004,220.419,-0.168,0.424,1.263,-0.22100000000000009,-0.0029868620549898827,-0.002977900368911103,-1
2017-03-07,1.579,8.736,8.995,-0.7959999999999999,0.15,4.754,4.637,-0.993,700.0,469.483,222.66,1.035,0.314,1.686,3.292,-0.001856548523208243,-0.0029868620549898827,-1
2017-03-08,-12.157,6.585,9.821,-1.9080000000000001,-3.645,3.859,4.785,-1.568,658.0,468.01099999999997,221.24400000000003,0.8590000000000001,0.34,1.528,-13.736,0.0012681898991239637,-0.001856548523208243,1
