Date,raw-s-delta,volume-delta,ewm_last20_volume_base_s,ewm_last20_raw_s,ewm_s_dispersion,mean_volume_base_s,mean_raw_s,mean_s_dispersion,daily_min_raw_s,daily_q1_raw_s,daily_mid_raw_s,daily_sd_s_dispersion,volume_base_s_coff,raw_s_coff,volume_base_s_deg,today_Return,todayclassret,volume_base_s_delta,s_dispersion_delta,volume_base_s_z,raw_s_z,s_volume_z,s_dispersion_z,volume_base_s_MACD_ewma12-ewma26,raw_s_MACD_ewma12-ewma26,s_volume_MACD_ewma12-ewma26,s_dispersion_MACD_ewma12-ewma26
2015-08-28,-0.05971490788946733,-0.278250567347484,0.0414857766846602,0.11618179792467714,0.9761717048759179,0.04217948395217115,0.09268281938325991,0.9764405286343613,-0.9620000000000001,-0.1475,0.021,0.09686721015523844,0.42420808942508476,0.6487704717386575,2,5.015807597029e-05,0,-0.024885820881883708,0.01998219530102774,0.41648205555758216,0.8568692162019497,0.2671296527274503,0.8647333727320147,0.00167349385475778,0.008957242328775997,0.15388247148619327,0.0020040639119958126
2015-08-31,-0.009931599871064817,-0.09612119909745331,0.14541541287099508,0.31271494356967117,0.9614811023280563,0.029703924611973388,0.08275121951219509,0.9655121951219514,-1.7990000000000002,-0.128,0.0,0.11972716572814653,0.14797977163281473,0.5358985517917549,2,-0.008079089763540388,-1,-0.012475559340197763,-0.010928333512409849,-0.016245278847804016,0.6154831169550881,0.041579449313657646,0.22815809188187336,0.001497788793417016,0.009560592367705234,0.12280134388086372,0.0016382894723109276
2015-09-01,-0.06396233062330621,0.5352303523035231,-0.03713901276206078,-0.10872677144811661,0.966924770578084,0.0006622663139329805,0.018788888888888883,0.9634592592592593,-1.1,-0.20750000000000002,0.0,0.11059912964848848,0.06379553571428574,0.4423125000000001,2,-0.025097282081498997,-2,-0.029041658298040406,-0.0020529358626920624,-1.064156812788773,-0.6989941161113455,0.9882270171860138,0.0976002680001418,-0.0007332850280146325,0.005346005054806979,0.13228833557455433,0.0011871946657470156
2015-09-02,0.0522111111111111,-0.606280193236715,0.01351603944797058,-0.004314468166265414,0.9724354454990849,0.03988782608695653,0.07099999999999998,0.9723173913043478,-1.675,-0.14475,0.026000000000000002,0.11249822571011867,0.5884174348252582,1.0713551618452684,2,0.018981070678811607,2,0.03922555977302355,0.008858132045088452,0.4568992256742419,0.4015601649376757,-0.17468036892971386,0.6107928647968381,0.0003621215121632389,0.005759195160468307,0.09444731820036267,0.0014599817393007308
2015-09-03,0.005736607142857189,0.09328416149068319,0.0608651781780271,0.055457598099354695,0.9770048717468025,0.03887999220521541,0.07673660714285717,0.9792500000000002,-1.5,-0.12925,0.016,0.08095251334603737,0.46556415549594576,0.9241001746631696,2,0.0007164372198687125,0,-0.0010078338817411173,0.006932608695652376,0.47626023091137903,0.5481019706263098,-0.04001831255512388,1.0394686582075623,0.0011398619626018514,0.006431563642058331,0.07058531152715064,0.0021595067604659457
2015-09-04,-0.10942859026522006,0.0760058770343579,0.004708072921742654,0.043250030548512286,0.9783512797045429,-0.02015042194092828,-0.03269198312236289,0.9764894514767932,-1.3119999999999998,-0.25,0.0,0.10140586399545119,-0.3910952890146633,-0.6300321420372142,2,-0.015136829223167234,-1,-0.05903041414614369,-0.0027605485232069515,-1.7362711902095291,-1.600547805066453,0.06628237210606881,0.7725525517814973,-0.0025832280255081892,-0.0011211187524454644,0.05668943131143411,0.002478937319113972
2015-09-08,0.1717334768982965,-0.30542570513157186,0.10758469071489013,0.11507490060574958,0.9668863477578965,0.085608605018771,0.13904149377593358,0.9666224066390041,-1.464,-0.073,0.12,0.11518196905701267,1.005368840908416,1.740631730238336,2,0.023506938659922465,2,0.10082224165630188,-0.009867044837789107,2.175105650641743,1.6968174132398846,-0.5739572848527968,-0.056186276584491365,0.0023225933274807833,0.005631957016366471,0.022693691013240258,0.0019735297494283266
2015-09-09,-0.08101927155371133,0.24241585984324576,0.07681557039977821,0.10164601067721556,0.9774351654232273,0.036414074074074064,0.05802222222222226,0.9751866666666666,-1.9340000000000002,-0.11699999999999999,0.0,0.11038512451542427,0.5304994968895702,0.8608141177469737,2,-0.01337182846377336,-1,-0.04919453094469694,0.00856426002766253,0.37951859805834587,0.1328314709272614,-0.10835063326514655,0.6188189100151548,0.002487309381119948,0.004845622738146781,0.013811146112489237,0.002189891083111739
2015-09-10,-0.008316865079365098,0.04950396825396819,0.07998267679702446,0.24221967257798346,0.9777151815011846,0.027114721513605444,0.04970535714285716,0.9756339285714286,-1.81,-0.226,0.016,0.10247274563050007,0.2102887164106032,0.14292395814733094,2,0.005441824724536203,1,-0.00929935256046862,0.00044726190476196415,0.03970270771808737,-0.03708645074135485,-0.053345259630118914,0.637995268454681,0.0018949452984058542,0.0035556301157069065,0.010393161940458917,0.002367089633043884
2015-09-11,-0.012792536630036648,-0.16403388278388276,0.03250496733481406,0.06473449970894822,0.955945744482779,0.01006684870684871,0.036912820512820514,0.9582461538461539,-1.262,-0.2,0.0,0.13052203243753782,-0.057706877275243124,0.24501249968113875,2,0.004544288857462453,0,-0.017047872806756736,-0.01738777472527475,-0.5189026279769415,-0.23445690986799636,-0.41474305969289793,-1.0975754416517347,0.00013391036558696445,0.0015483645588978967,-0.004676669450878634,0.0011770080043095321
