Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-09-19,301.53,302.63,300.7103,301.08,77933334,0,1,300.137762468464,301.232683500253,299.32184722323,299.689840228186,77933334
2019-09-18,300.49,301.22,298.24,301.1,73875018,0,1,299.102564402045,299.829193814051,296.862953200659,299.70974788331,73875018
2019-09-17,299.94,301.02,299.75,300.92,42770135,0,1,298.555103886151,299.630117262816,298.365981162478,299.530578987199,42770135
2019-09-16,299.84,301.1378,299.45,300.16,57934320,0,1,298.455565610534,299.747373351493,298.067366335627,298.774088092509,57934320
2019-09-13,301.78,302.17,300.68,301.09,62053458,0,1,300.386608157507,300.774807432414,299.291687125718,299.699794055748,62053458
2019-09-12,301.25,302.46,300.41,301.29,72546530,0,1,299.859055296736,301.063468431703,299.022933781551,299.898870606983,72546530
2019-09-11,298.47,300.34,297.75,300.25,68008165,0,1,297.091891234578,298.953256988619,296.375215650135,298.863672540564,68008165
2019-09-10,297.36,298.2,295.97,298.13,57698673,0,1,295.987016375228,296.823137890412,294.603434344149,296.75346109748,57698673
2019-09-09,299.14,299.24,297.16,298.2,51086154,0,1,297.758797681213,297.858335956831,295.787939823993,296.823137890412,51086154
2019-09-06,298.17,298.76,297.42,298.05,49510922,0,1,296.793276407727,297.380552233868,296.046739340598,296.673830476986,49510922
2019-09-05,296.79,298.83,294.001,297.75,83197295,0,1,295.41964820421,297.4502290268,292.643525697247,296.375215650135,83197295
2019-09-04,293.14,294.055,292.31,293.97,46813644,0,1,291.786501144183,292.69727636608,290.96033345656,292.612668831805,46813644
2019-09-03,290.57,291.58,289.27,290.75,69078772,0,1,289.228367460822,290.233704044555,287.934369877798,289.407536356932,69078772
2019-08-30,294.22,294.2399,291.42,292.4527,62831109,0,1,292.861514520848,292.881322637696,290.074442803568,291.102374575866,62831109
2019-08-29,291.72,293.16,290.61,292.58,57913188,0,1,290.373057630419,291.806408799306,289.268182771068,291.229086800727,57913188
2019-08-28,286.14,289.07,285.25,288.89,59852324,0,1,284.818821850981,287.735293326564,283.932931197988,287.556124430453,59852324
2019-08-27,289.54,289.95,286.03,286.87,68262998,0,1,288.203123221965,288.611230151995,284.709329747802,285.545451262986,68262998
2019-08-26,287.27,288,285.58,288,72478929,0,1,285.943604365455,286.67023377746,284.261407507525,286.67023377746,72478929
2019-08-23,290.92,292.76,283.47,284.85,149217157,0,1,289.576751425482,291.408255696838,282.161149892002,283.534778095519,149217157
2019-08-22,293.23,293.93,290.4,292.36,51698543,0,1,291.876085592238,292.572853521559,289.059152392272,291.010102594369,51698543
2019-08-21,292.48,292.86,291.72,292.45,49565853,0,1,291.12954852511,291.507793972455,290.373057630419,291.099687042424,49565853
2019-08-20,291.77,292.36,289.95,290.09,51614878,0,1,290.422826768228,291.010102594369,288.611230151995,288.750583737859,51614878
2019-08-19,292.19,293.08,291.44,292.33,53583732,0,1,290.84088752582,291.726778178813,290.094350458691,290.980241111684,53583732
2019-08-16,286.48,289.33,284.7138,288.85,85808933,0,1,285.157251988079,287.994092843169,283.399206964129,287.516309120206,85808933
2019-08-15,284.88,285.64,282.39,284.65,101929845,0,1,283.564639578204,284.321130472895,281.086136515337,283.335701544285,101929845
2019-08-14,288.07,292.4644,283.76,283.9,135369567,0,1,286.739910570392,291.114020554113,282.449810891292,282.589164477156,135369567
2019-08-13,287.74,294.15,287.36,292.55,94713738,0,1,286.411434260856,292.791837727916,286.03318881351,291.199225318042,94713738
2019-08-12,289.96,291.6052,287.02,288.12,75230899,0,1,288.621183979557,290.258787690011,285.694758676412,286.789679708201,75230899
2019-08-09,292.58,293.24,289.65,291.62,93702071,0,1,291.229086800727,291.8860394198,288.312615325144,290.273519354802,93702071
2019-08-08,289.62,293.62,289.01,293.62,87460322,0,1,288.282753842458,292.264284867145,287.675570361194,292.264284867145,87460322
2019-08-07,284.4,288.82,282.04,287.97,140409925,0,1,283.086855855242,287.486447637521,280.737752550677,286.640372294775,140409925
2019-08-06,285.91,288.04,284.28,287.8,120521001,0,1,284.589883817061,286.710049087707,282.967409924501,286.471157226226,120521001
2019-08-05,288.09,288.21,281.72,283.82,177891127,0,1,286.759818225516,286.879264156256,280.419230068702,282.509533856662,177891127
2019-08-02,293.85,294.12,290.9,292.62,116724483,0,1,292.493222901065,292.761976245231,289.556843770358,291.268902110974,116724483
2019-08-01,297.6,300.87,293.96,294.84,142531739,0,1,296.225908236709,299.48080984939,292.602715004244,293.478651829675,142531739
2019-07-31,300.99,301.2,295.2,297.43,104245162,0,1,299.600255780131,299.809286158927,293.836989621897,296.05669316816,104245162
2019-07-30,299.91,301.17,299.49,300.72,45813578,0,1,298.525242403466,299.779424676242,298.107181645873,299.331502435965,45813578
2019-07-29,301.88,301.93,300.85,301.46,38091054,0,1,300.486146433124,300.535915570933,299.460902194267,300.068085675532,38091054
2019-07-26,300.76,302.23,300.62,302.01,45022816,0,1,299.371317746212,300.834530397784,299.231964160348,300.615546191426,45022816
2019-07-25,300.94,301,299.11,300,55378544,0,1,299.550486642322,299.610209607693,297.728936198528,298.614826851521,55378544
2019-07-24,299.19,301.44,299.09,301.44,47213232,0,1,297.808566819022,300.048178020408,297.709028543405,300.048178020408,47213232
2019-07-23,299.14,300.03,298.22,300.03,44601745,0,1,297.758797681213,298.644688334206,296.843045545535,298.644688334206,44601745
2019-07-22,297.61,298.5,297.04,297.9,43652365,0,1,296.235862064271,297.121752717263,295.668493893253,296.52452306356,43652365
2019-07-19,300.04,300.07,296.96,297.17,70991785,0,1,298.654642161768,298.684503644453,295.588863272759,295.797893651555,70991785
2019-07-18,297.19,299.25,296.7,298.83,51589195,0,1,295.817801306678,297.868289784392,295.330063756154,297.4502290268,51589195
2019-07-17,299.75,299.93,297.74,297.74,43952969,0,1,298.365981162478,298.545150058589,296.365261822573,296.365261822573,43952969
2019-07-16,300.65,300.88,299.44,299.71,40533990,0,1,299.261825643033,299.490763676952,298.057412508065,298.326165852231,40533990
2019-07-15,301.13,301.13,300.19,300.75,33910261,0,1,299.739609365995,299.739609365995,298.803949575194,299.36136391865,33910261
2019-07-12,299.85,300.73,299.51,300.65,40335336,0,1,298.465519438095,299.341456263526,298.127089300997,299.261825643033,40335336
2019-07-11,299.32,299.58,298.2,299.31,50832063,0,1,297.937966577324,298.196766093929,296.823137890412,297.928012749763,50832063
2019-07-10,298.37,299.66,297.78,298.61,58547783,0,1,296.992352958961,298.276396714423,296.40507713282,297.231244820442,58547783
2019-07-09,295.54,297.52,295.48,297.19,41068189,0,1,294.175419758995,296.146277616215,294.115696793625,295.817801306678,41068189
2019-07-08,297.01,298.2579,296.22,296.82,45841772,0,1,295.638632410568,296.880770551994,294.852280033192,295.449509686895,45841772
2019-07-05,297.44,298.64,296.01,298.46,51657416,0,1,296.066646995721,297.261106303127,294.643249654396,297.081937407017,51657416
2019-07-03,297.18,298.82,297.02,298.8,40898896,0,1,295.807847479117,297.440275199238,295.648586238129,297.420367544115,40898896
2019-07-02,295.61,296.49,294.68,296.43,61504544,0,1,294.245096551927,295.121033377358,293.319390588687,295.061310411988,61504544
2019-07-01,296.68,296.92,294.33,295.66,78867575,0,1,295.310156101031,295.549047962512,292.971006624027,294.294865689736,78867575
2019-06-28,292.58,293.55,292.01,293,59255834,0,1,291.229086800727,292.194608074213,290.661718629709,291.647147558319,59255834
2019-06-27,291.31,292.06,290.89,291.5,40256887,0,1,289.964950700389,290.711487767517,289.546889942796,290.154073424061,40256887
2019-06-26,291.75,292.31,290.345,290.47,51584902,0,1,290.402919113104,290.96033345656,289.004406340683,289.128829185204,51584902
2019-06-25,293.7,293.73,290.64,290.76,81834041,0,1,292.343915487639,292.373776970324,289.298044253754,289.417490184494,81834041
2019-06-24,294.23,294.58,293.47,293.64,47562557,0,1,292.87146834841,293.21985231307,292.11497745372,292.284192522269,47562557
2019-06-21,294.13,295.52,293.76,294,83309466,1.4316,1,292.771930072793,294.155512103872,292.403638453009,292.642530314491,83309466
2019-06-20,296.04,296.3093,293.1255,295.86,116489283,0,1,293.24518661613,293.51194424603,290.358201423613,293.066885935171,116489283
2019-06-19,292.55,293.65,291.47,293.06,78519949,0,1,289.788134524216,290.877749796739,288.718330438466,290.293319786931,78519949
2019-06-18,291.39,293.57,290.99,292.4,85244302,0,1,288.639085691373,290.798505049646,288.24286195591,289.639550623417,85244302
2019-06-17,289.52,290.22,289.18,289.37,39142877,0,1,286.786739728084,287.480131265144,286.44994955294,286.638155827285,39142877
2019-06-14,289.26,289.93,288.41,289.26,52324716,0,1,286.529194300033,287.192869056933,285.687218862174,286.529194300033,52324716
2019-06-13,289.4,289.98,288.62,289.58,48894632,0,1,286.667872607445,287.242397023866,285.895236323292,286.846173288403,48894632
2019-06-12,288.64,289.26,287.815,288.39,47058443,0,1,285.915047510065,286.529194300033,285.097836055673,285.667407675401,47058443
2019-06-11,290.99,291.4,288.1805,288.9,58601045,0,1,288.24286195591,288.64899128476,285.459885493952,286.172592938116,58601045
2019-06-10,289.37,290.82,288.8734,288.97,60723460,0,1,286.638155827285,288.074466868338,286.146244059708,286.241932091822,60723460
2019-06-07,285.93,288.85,285.74,287.65,74234655,0,1,283.230631702304,286.123064971183,283.042425427959,284.934393764794,74234655
2019-06-06,283.29,285.55,282.57,284.8,69370887,0,1,280.615555048248,282.854219153614,279.902352324415,282.111299649621,69370887
2019-06-05,282.33,282.99,280.32,282.96,71169717,0,1,279.664618083137,280.318387246651,277.673593812436,280.288670466491,71169717
2019-06-04,277.12,280.68,276.62,280.53,77124332,0,1,274.503803928732,278.030195174352,274.008524259403,277.881611273554,77124332
2019-06-03,275.31,276.5521,273.09,274.57,96299769,0,1,272.710891525762,273.941265280309,270.511849793943,271.977877615156,96299769
2019-05-31,276.2,277.12,275.24,275.27,86758995,0,1,273.592489337167,274.503803928732,272.641552372056,272.671269152216,86758995
2019-05-30,279.11,280.04,277.805,279.03,61259925,0,1,276.47501701266,277.396237197612,275.182337075712,276.395772265568,61259925
2019-05-29,278.91,279.36,276.71,278.27,104972927,0,1,276.276905144929,276.722656847325,274.097674599883,275.642947168188,104972927
2019-05-28,283.09,284.15,280.13,280.15,70029356,0,1,280.417443180517,281.467436079494,277.485387538091,277.505198724864,70029356
2019-05-24,283.74,284.2,282.09,282.78,55268095,0,1,281.061306750644,281.516964046426,279.426883841859,280.110369785533,55268095
2019-05-23,283.16,283.21,280.57,282.14,98662584,0,1,280.486782334223,280.536310301156,277.9212336471,279.476411808792,98662584
2019-05-22,285.45,286.69,285.1,285.63,49415848,0,1,282.755163219748,283.983456799683,282.408467451218,282.933463900706,49415848
2019-05-21,285.83,286.93,285.55,286.51,46847085,0,1,283.131575768438,284.221191040961,282.854219153614,283.805156118725,46847085
2019-05-20,284.06,285.43,283.12,283.95,62775223,0,1,281.378285739014,282.735352032975,280.447159960676,281.269324211762,62775223
2019-05-17,285.14,288.6,285.1207,285.84,100353024,0,1,282.448089824764,285.875425136519,282.428972029528,283.141481361825,100353024
2019-05-16,285.84,289.21,285.76,287.7,76684778,0,1,283.141481361825,286.4796663331,283.062236614732,284.983921731727,76684778
2019-05-15,281.59,285.77,281.36,285.06,73861158,0,1,278.931604172531,283.072142208118,278.703775524639,282.368845077672,73861158
2019-05-14,281.99,285.1,281.85,283.4,76954311,0,1,279.327827907994,282.408467451218,279.189149600582,280.724516575501,76954311
2019-05-13,282.42,283.49,279.93,280.86,127290527,0,1,279.753768423616,280.81366691598,277.287275670359,278.208495855311,127290527
2019-05-10,285.62,288.94,282.3,288.1,112380054,0,1,282.92355830732,286.212215311662,279.634901302977,285.38014546719,112380054
2019-05-09,285.23,287.33,283.3,286.66,103471104,0,1,282.537240165244,284.617414776424,280.625460641635,283.953740019524,103471104
2019-05-08,287.53,289.43,286.87,287.53,91512947,0,1,284.815526644155,286.697589387605,284.161757480642,284.815526644155,91512947
2019-05-07,290.15,290.81,285.81,287.93,144563154,0,1,287.410792111438,288.064561274952,283.111764581665,285.211750379618,144563154
2019-05-06,289.25,293.31,288.9,292.82,107198069,0,1,286.519288706646,290.540959621595,286.172592938116,290.055585545653,107198069
2019-05-03,292.82,294.34,291.2998,294.03,56516723,0,1,290.055585545653,291.561235740412,288.549737239026,291.254162345428,56516723
2019-05-02,291.68,292.7,289.52,291.18,65030170,0,1,288.926347899584,289.936718425014,286.786739728084,288.431068230255,65030170
2019-05-01,294.72,294.95,291.8,291.81,71671870,0,1,291.937648289102,292.165476936993,289.045215020222,289.055120613609,71671870
2019-04-30,293.49,294.34,291.92,294.02,81111733,0,1,290.719260302553,291.561235740412,289.164082140861,291.244256752042,81111733
2019-04-29,293.51,294.45,293.41,293.87,57197747,0,1,290.739071489327,291.670197267664,290.640015555461,291.095672851243,57197747
2019-04-26,292.1,293.49,291.2401,293.41,50916423,0,1,289.34238282182,290.719260302553,288.490600846508,290.640015555461,50916423
2019-04-25,292.12,292.78,290.73,292.05,57770862,0,1,289.362194008593,290.015963172107,287.985316527859,289.292854854887,57770862
2019-04-24,292.79,293.16,292.07,292.23,50358501,0,1,290.025868765493,290.392375720797,289.31266604166,289.471155535845,50358501
2019-04-23,290.68,293.14,290.42,292.88,52189887,0,1,287.935788560926,290.372564534023,287.678243132875,290.115019105972,52189887
2019-04-22,289.17,290.435,289.07,290.27,40160140,0,1,286.440043959554,287.693101522955,286.340988025688,287.529659232077,40160140
2019-04-18,290.1,290.32,288.66,290.02,68708513,0,1,287.361264144505,287.57918719901,285.934858696838,287.282019397412,68708513
2019-04-17,291.4,291.425,288.99,289.45,58145586,0,1,288.64899128476,288.673755268226,286.261743278595,286.717400574378,58145586
2019-04-16,290.95,291.01,289.5,290.16,52127286,0,1,288.203239582364,288.262673142683,286.766928541311,287.420697704824,52127286
2019-04-15,290.24,290.35,289.075,289.97,49578052,0,1,287.499942451917,287.608903979169,286.345940822381,287.23249143048,49578052
2019-04-12,290,290.47,288.261,290.16,69701774,0,1,287.262208210639,287.727771099808,285.539625520714,287.420697704824,69701774
2019-04-11,288.83,288.84,287.578,288.21,55045415,0,1,286.10325378441,286.113159377797,284.863073492411,285.489106994442,55045415
2019-04-10,287.77,288.3899,287.31,288.29,52601499,0,1,285.053260885433,285.667308619467,284.597603589651,285.568351741535,52601499
2019-04-09,287.72,288.08,286.7,287.31,66113303,0,1,285.0037329185,285.360334280417,283.99336239307,284.597603589651,66113303
2019-04-08,288.1,288.91,287.37,288.79,53524986,0,1,285.38014546719,286.182498531503,284.65703714997,286.063631410864,53524986
2019-04-05,287.92,288.63,287.6,288.57,58559409,0,1,285.201844786232,285.905141916679,284.884865797861,285.845708356359,58559409
2019-04-04,286.78,287.459,286.01,287.18,48960844,0,1,284.072607140162,284.745196931111,283.309876449396,284.468830875625,48960844
2019-04-03,287.32,287.76,285.75,286.42,68183165,0,1,284.607509183037,285.043355292047,283.052331021345,283.716005778246,68183165
2019-04-02,286.04,286.23,285.09,285.97,40021425,0,1,283.339593229556,283.527799503901,282.398561857831,283.27025407585,40021425
2019-04-01,284.7,286.16,284.4,285.83,77617945,0,1,282.012243715755,283.458460350195,281.715075914158,283.131575768438,77617945
2019-03-29,282.39,282.84,281.14,282.48,82160899,0,1,279.724051643457,280.169803345852,278.485852470135,279.813201983936,82160899
2019-03-28,280.35,281.21,279.07,280.71,56107818,0,1,277.703310592596,278.555191623841,276.435394639114,278.059911954512,56107818
2019-03-27,281.11,281.76,277.93,279.65,72174824,0,1,278.456135689975,279.099999260102,275.306156993045,277.009919055535,72174824
2019-03-26,280.99,282.18,279.56,281.12,68047406,0,1,278.337268569336,279.516034182339,276.920768715056,278.466041283362,68047406
2019-03-25,278.87,280.1853,277.64,279.04,85312509,0,1,276.237282771383,277.540165469519,275.018894784834,276.405677858954,85312509
2019-03-22,283.22,283.8034,279.18,279.25,122584329,0,1,280.546215894542,281.124108212715,276.544356166366,276.613695320072,122584329
2019-03-21,280.64,285.18,280.59,284.73,79503084,0,1,277.990572800806,282.487712198311,277.941044833873,282.041960495915,79503084
2019-03-20,282.16,283.5,280.32,281.55,84516510,0,1,279.496222995565,280.823572509366,277.673593812436,278.891981798984,84516510
2019-03-19,283.51,284.36,281.41,282.4,90220528,0,1,280.833478102753,281.675453540612,278.753303491572,279.733957236843,90220528
2019-03-18,281.55,282.66,281.3,282.33,62152857,0,1,278.891981798984,279.991502664894,278.64434196432,279.664618083137,62152857
2019-03-15,280.54,282.21,280.33,281.31,81308979,1.2331,1,277.89151686694,279.545750962498,277.683499405822,278.654247557707,81308979
2019-03-14,281.37,281.84,280.6662,281.16,67474399,0,1,277.497293812207,277.960824849957,276.803180739083,277.290184199596,67474399
2019-03-13,280.48,282.38,280.3,281.34,80520845,0,1,276.619543549234,278.493392425245,276.442021024138,277.467706724691,80520845
2019-03-12,279.06,280.07,278.85,279.49,79591019,0,1,275.219088073478,276.215186686516,275.011978460867,275.643169661207,79591019
2019-03-11,275.26,278.62,275.23,278.44,64925449,0,1,271.471390321457,274.785144123244,271.441803233941,274.607621598148,64925449
2019-03-08,272.94,274.65,272.42,274.46,85759227,0,1,269.183322220222,270.869786208632,268.670479369945,270.682401321031,85759227
2019-03-07,276.83,276.99,274.07,275.01,94728372,0,1,273.019781234792,273.177579034877,270.297769183323,271.224831258823,94728372
2019-03-06,279.15,279.16,276.97,277.33,75039771,0,1,275.307849336026,275.317711698532,273.157854309866,273.512899360058,75039771
2019-03-05,279.54,279.76,278.41,279.02,59114559,0,1,275.692481473734,275.909453448851,274.578034510633,275.179638623457,59114559
2019-03-04,281.6,281.87,276.84,279.4,106400309,0,1,277.72412814983,277.990411937473,273.029643597297,275.554408398659,106400309
2019-03-01,280.44,280.88,278.82,280.42,77748145,0,1,276.580094099213,277.014038049447,274.982391373351,276.560369374202,77748145
2019-02-28,278.96,279.45,278.32,278.68,69199600,0,1,275.120464448425,275.603720211186,274.489273248085,274.844318298276,69199600
2019-02-27,278.52,279.59,277.48,279.2,56820264,0,1,274.686520498191,275.74179328626,273.660834797638,275.357161148553,56820264
2019-02-26,279.13,280.3,278.9,279.32,56778902,0,1,275.288124611016,276.442021024138,275.061290273393,275.475509498617,56778902
2019-02-25,280.73,281.31,279.43,279.52,69030699,0,1,276.866102611867,277.438119637176,275.583995486175,275.672756748723,69030699
2019-02-22,278.11,279.36,277.4029,279.14,78086268,0,1,274.282163635473,275.514958948638,273.584795982722,275.297986973521,78086268
2019-02-21,277.7,278.1,276.345,277.42,64214727,0,1,273.877806772755,274.272301272968,272.541456653284,273.601660622606,64214727
2019-02-20,277.81,278.92,277.25,278.41,76610767,0,1,273.986292760313,275.081014998404,273.434000460015,274.578034510633,76610767
2019-02-19,276.4813,278.58,276.47,277.85,59120804,0,1,272.675880654231,274.745694673223,272.6647361846,274.025742210335,59120804
2019-02-15,276.36,277.41,276.13,277.37,96950082,0,1,272.556250197042,273.5917982601,272.329415859419,273.552348810079,96950082
2019-02-14,273.78,275.64,272.87,274.38,83057129,0,1,270.011760670669,271.846160096659,269.114285682685,270.603502420988,83057129
2019-02-13,275.03,275.93,274.56,274.99,65155977,0,1,271.244555983834,272.132168609313,270.781024946084,271.205106533813,65155977
2019-02-12,272.42,274.52,272.34,274.1,72060303,0,1,268.670479369945,270.741575496063,268.591580469903,270.327356270839,72060303
2019-02-11,271.2,271.49,270.03,270.62,68021423,0,1,267.467271144296,267.753279656951,266.313374731174,266.895254118988,68021423
2019-02-08,268.75,270.58,267.83,270.47,75769705,0,1,265.050992330493,266.855804668966,264.143654980003,266.747318681408,75769705
2019-02-07,270.94,271.55,268.29,270.14,95300784,0,1,267.210849719158,267.812453831983,264.597323655248,266.421860718732,95300784
2019-02-06,272.79,273.34,271.92,272.74,58289937,0,1,269.035386782642,269.577816720435,268.177361244679,268.986074970116,58289937
2019-02-05,272.44,273.44,271.88,273.1,79514212,0,1,268.690204094956,269.676440345488,268.137911794658,269.341120020307,79514212
2019-02-04,270.11,272.03,269.36,271.96,60688331,0,1,266.392273631216,268.285847232238,265.652596443317,268.216810694701,60688331
2019-02-01,270.15,271.2,269.18,270.06,85754736,0,1,266.431723081238,267.467271144296,265.475073918222,266.34296181869,85754736
2019-01-31,267.51,270.47,267.27,269.93,104012073,0,1,263.828059379833,266.747318681408,263.591362679705,266.214751106121,104012073
2019-01-30,265.1,268.52,264.25,267.58,92297463,0,1,261.451230016051,264.82415799287,260.612929203098,263.89709591737,92297463
2019-01-29,263.92,264.55,262.48,263.41,65933663,0,1,260.287471240423,260.908800078258,258.867291039657,259.784490752652,65933663
2019-01-28,263.39,263.83,261.79,263.76,85170996,0,1,259.764766027641,260.198709977875,258.18678802679,260.129673440338,85170996
2019-01-25,265.61,266.7,263.6595,265.78,96883358,0,1,261.954210503822,263.029208016902,260.030556697159,262.121870666413,96883358
2019-01-24,263.21,264.2,262.08,263.55,59204139,0,1,259.587243502545,260.563617390572,258.472796539444,259.922563827726,59204139
2019-01-23,264.01,264.79,260.66,263.41,86030287,0,1,260.376232502971,261.145496778386,257.072341063688,259.784490752652,86030287
2019-01-22,264.82,265.06,261.06,262.86,115433266,0,1,261.175083865902,261.411780566029,257.466835563901,259.242060814859,115433266
2019-01-18,264.98,266.98,262.998,266.46,127900303,0,1,261.332881665987,263.305354167051,259.378161417432,262.792511316774,127900303
2019-01-17,260.01,263.92,259.96,262.96,95955433,0,1,256.431287500842,260.287471240423,256.381975688316,259.340684439912,95955433
2019-01-16,260.83,261.9666,260.6,260.98,77542617,0,1,257.240001226279,258.360957348634,257.013166888656,257.387936663859,77542617
2019-01-15,257.82,260.7,257.81,260.35,85094498,0,1,254.271430112177,257.11179051371,254.261567749672,256.766607826023,85094498
2019-01-14,256.86,258.3,256.41,257.4,70015565,0,1,253.324643311667,254.744823512433,252.880836998927,253.857210886954,70015565
2019-01-11,257.68,259.0098,257.03,258.98,73858110,0,1,254.133357037103,255.44485400306,253.492303474257,255.415464162795,73858110
2019-01-10,256.26,259.16,255.5,258.88,96823923,0,1,252.732901561347,255.59298668789,251.983362010943,255.316840537741,96823923
2019-01-09,257.56,258.91,256.19,257.97,94813642,0,1,254.015008687039,255.346427625257,252.66386502381,254.419365549757,94813642
2019-01-08,256.82,257.31,254,256.77,102313170,0,1,253.285193861645,253.768449624406,250.504007635145,253.235882049119,102313170
2019-01-07,252.69,255.95,251.69,254.38,103014490,0,1,249.212038146948,252.427168323682,248.225801896416,250.878777410347,103014490
2019-01-04,247.59,253.11,247.17,252.39,142573163,0,1,244.182233269234,249.626257372171,243.768014044011,248.916167271788,142573163
2019-01-03,248.23,248.57,243.67,244.21,143872958,0,1,244.813424469575,245.148744794756,240.316187167149,240.848754742436,143872958
2019-01-02,245.98,251.21,245.95,250.18,126743877,0,1,242.594392905878,247.75240849616,242.564805818362,246.736585158112,126743877
2018-12-31,249.56,250.19,247.47,249.92,144299370,0,1,246.125118682782,246.746447520618,244.06388491917,246.480163732974,144299370
2018-12-28,249.58,251.4,246.45,247.75,153068658,0,1,246.144843407793,247.939793383761,243.057923943628,244.340031069319,153068658
2018-12-27,242.57,248.29,238.96,248.07,186267342,0,1,239.231327291563,244.872598644607,235.671014427143,244.65562666949,186267342
2018-12-26,235.97,246.18,233.76,246.18,218485360,0,1,232.722168038052,242.791640155984,230.542585924376,242.791640155984,218485360
2018-12-24,239.04,240.8355,234.27,234.34,147311588,0,1,235.749913327185,237.520700515015,231.045566412147,231.114602949684,147311588
